manufacturer,model,source_name,source_url,source_type,trust_level,local_snapshot_path,source_notes,model_notes,field_name,value_num,value_text,unit,raw_value_text,status,confidence,field_notes
Saec,"WE-308 (circa 1971), WE-308N(1975) & WE-308SX (1982) IMO: ""Small overhang can moderate inside force."" Its effective null point around 61 is based on LP's inmost recorded radius.",SAEC WE-308の仕様 サエク,https://audio-heritage.jp/SAEC/etc/we-308.html,official_brochure,official,,Historical SAEC specification transcription with original images reproduced by Audio Heritage.,Grouped early WE-308 family row has direct official support for original WE-308.,product_lineage,,"Grouped WE-308 family row includes the original WE-308, documented by official historical SAEC specifications as the company's first tonearm model.",,WE-308 official historical page,parsed,0.8,Official support for one member of grouped WE-308/308N/308SX family row.
Saec,"WE-308 (circa 1971), WE-308N(1975) & WE-308SX (1982) IMO: ""Small overhang can moderate inside force."" Its effective null point around 61 is based on LP's inmost recorded radius.",SAEC WE-308N/WE-308Lの仕様 サエク,https://audio-heritage.jp/SAEC/etc/we-308n.html,official_brochure,official,,Historical SAEC specification transcription with original images reproduced by Audio Heritage.,Grouped early WE-308 family row has direct official support for WE-308N branch.,product_lineage,,"Grouped WE-308 family row includes WE-308N, documented by official historical SAEC specifications as the minor-version-up model of the WE-308.",,WE-308N official historical page,parsed,0.8,Official support for one member of grouped WE-308/308N/308SX family row.
Saec,"WE-308 (circa 1971), WE-308N(1975) & WE-308SX (1982) IMO: ""Small overhang can moderate inside force."" Its effective null point around 61 is based on LP's inmost recorded radius.",SAEC トーンアーム一覧 サエク,https://audio-heritage.jp/SAEC/etc/index.html,official_brochure,official,,Historical SAEC tonearm lineup index reproduced by Audio Heritage.,Grouped early WE-308 family row has official lineup support for WE-308SX branch.,product_lineage,,Official historical SAEC tonearm lineup index lists WE-308SX alongside the WE-308 family.,,WE-308SX listed in official tonearm index,parsed,0.7,Official lineup support for the WE-308SX branch of grouped family row.
Saec,WE-308L(circa 1978),SAEC WE-308N/WE-308Lの仕様 サエク,https://audio-heritage.jp/SAEC/etc/we-308n.html,official_brochure,official,,Historical SAEC specification transcription with original images reproduced by Audio Heritage.,Exact official historical support for WE-308L.,product_lineage,,Official historical SAEC specifications document WE-308L as the long-arm version of the WE-308N update family.,,WE-308L official historical page,parsed,0.8,Exact official historical support.
Saec,WE-308SX,SAEC トーンアーム一覧 サエク,https://audio-heritage.jp/SAEC/etc/index.html,official_brochure,official,,Historical SAEC tonearm lineup index reproduced by Audio Heritage.,WE-308SX lacks a dedicated official spec page surfaced here; using official lineup support.,product_lineage,,Official historical SAEC tonearm lineup index lists WE-308SX in the company tonearm range.,,WE-308SX listed in official tonearm index,parsed,0.6,Conservative official lineup support for exact model.
Saec,WE-317(1982),SAEC WE-317S Concealed Double Knife-Edge Tonearm Manual,https://www.vinylengine.com/library/saec/we-317s.shtml,manual_mirror,official,,Vinyl Engine library entry for SAEC WE-317S; page indicates archived original documentation for the 317 family but is bot-gated.,Using mirrored legacy-manual support for the 317 family as best official evidence surfaced.,product_lineage,,WE-317 belongs to the compact 317 family documented by mirrored original-manual support for SAEC WE-317S.,,WE-317S mirrored manual entry,parsed,0.55,Conservative family-lineage support via mirrored manual entry.
Saec,WE-407/23,SAEC WE-407/23の仕様 サエク,https://audio-heritage.jp/SAEC/etc/we-407-23.html,official_brochure,official,,Historical SAEC specification transcription with original images reproduced by Audio Heritage.,Exact official historical support for WE-407/23.,product_lineage,,Official historical SAEC specifications document WE-407/23 as the double-knife-edge static-balance tonearm with 233 mm effective length and 12 mm overhang.,,WE-407/23 official historical page,parsed,0.8,Exact official historical support.
Saec,"WE-407/23(1980), WE-317S & WE-4700(2019) English manual for WE-407/23 & WE-317S uploaded at Vinyl Engine indicated Effective Length 221, which is mistranslation of Arm Distance. Similar case as Sound ST-14. WE-407/TM for Micro (BL-99V/SX-777FV etc with armbase 1200 series). Micro Armbase 1200 series had off-center mounting hole for adjustment of arm distance/overhang. WE-407/GT (around 1986) for Yamaha GT-2000 series (Heavy Turntables around 1982). GT had different geometry. GT-2000's standard arm distance was 248mm. SAEC's tradition: they don't care much about alignment while their mechanical precision work is superb.",SAEC WE-407/23の仕様 サエク,https://audio-heritage.jp/SAEC/etc/we-407-23.html,official_brochure,official,,Historical SAEC specification transcription with original images reproduced by Audio Heritage.,Grouped later SAEC family row has direct official support for WE-407/23 branch.,product_lineage,,"Grouped later SAEC family row includes WE-407/23, documented by official historical SAEC specifications.",,WE-407/23 official historical page,parsed,0.75,Official support for one member of grouped later SAEC family row.
Saec,"WE-407/23(1980), WE-317S & WE-4700(2019) English manual for WE-407/23 & WE-317S uploaded at Vinyl Engine indicated Effective Length 221, which is mistranslation of Arm Distance. Similar case as Sound ST-14. WE-407/TM for Micro (BL-99V/SX-777FV etc with armbase 1200 series). Micro Armbase 1200 series had off-center mounting hole for adjustment of arm distance/overhang. WE-407/GT (around 1986) for Yamaha GT-2000 series (Heavy Turntables around 1982). GT had different geometry. GT-2000's standard arm distance was 248mm. SAEC's tradition: they don't care much about alignment while their mechanical precision work is superb.",SAEC WE-317S Concealed Double Knife-Edge Tonearm Manual,https://www.vinylengine.com/library/saec/we-317s.shtml,manual_mirror,official,,Vinyl Engine library entry for SAEC WE-317S; page indicates archived original documentation but is bot-gated.,Grouped later SAEC family row has mirrored legacy-manual support for WE-317S branch.,product_lineage,,"Grouped later SAEC family row includes WE-317S, documented by mirrored original-manual support.",,WE-317S mirrored manual entry,parsed,0.65,Official-manual support for one member of grouped later SAEC family row.
Saec,"WE-407/23(1980), WE-317S & WE-4700(2019) English manual for WE-407/23 & WE-317S uploaded at Vinyl Engine indicated Effective Length 221, which is mistranslation of Arm Distance. Similar case as Sound ST-14. WE-407/TM for Micro (BL-99V/SX-777FV etc with armbase 1200 series). Micro Armbase 1200 series had off-center mounting hole for adjustment of arm distance/overhang. WE-407/GT (around 1986) for Yamaha GT-2000 series (Heavy Turntables around 1982). GT had different geometry. GT-2000's standard arm distance was 248mm. SAEC's tradition: they don't care much about alignment while their mechanical precision work is superb.",SAEC Manuals | Vinyl Engine,https://www.vinylengine.com/library/saec.shtml,manual_mirror,official,,Vinyl Engine SAEC library index lists mirrored original documentation for SAEC tonearms including WE-4700 and WE-8000 but is bot-gated.,Grouped later SAEC family row has mirrored legacy-manual support for WE-4700 branch.,product_lineage,,"Grouped later SAEC family row includes WE-4700, listed in the mirrored SAEC manuals index.",,WE-4700 listed in mirrored SAEC manuals index,parsed,0.6,Official-manual lineup support for one member of grouped later SAEC family row.
Saec,WE-506/30(1978),SAEC トーンアーム一覧 サエク,https://audio-heritage.jp/SAEC/etc/index.html,official_brochure,official,,Historical SAEC tonearm lineup index reproduced by Audio Heritage.,Official lineup support for WE-506/30.,product_lineage,,Official historical SAEC tonearm lineup index lists WE-506/30 in the company tonearm range.,,WE-506/30 listed in official tonearm index,parsed,0.65,Official lineup support for exact model.
Saec,WE-506/30(1978),SAEC その他レコードプレイヤーアクセサリー,https://audio-heritage.jp/SAEC/etc/option.html,official_brochure,official,,Historical SAEC accessories page reproduced by Audio Heritage.,Official accessory support for WE-506/30.,model_notes,,Official historical SAEC accessories page documents the S-3 arm bracket as developed specifically for WE-506/30.,,S-3 dedicated to WE-506/30,parsed,0.65,Official accessory lineage support for exact model.
Saec,WE-8000/ST(circa 1984),SAEC Manuals | Vinyl Engine,https://www.vinylengine.com/library/saec.shtml,manual_mirror,official,,Vinyl Engine SAEC library index lists mirrored original documentation for SAEC tonearms including WE-8000 but is bot-gated.,Using mirrored manual-index support for WE-8000 family row.,product_lineage,,"Mirrored SAEC manuals index lists WE-8000 among SAEC tonearms, providing official-manual lineup support for the WE-8000/ST family row.",,WE-8000 listed in mirrored SAEC manuals index,parsed,0.6,Conservative official-manual lineup support for WE-8000/ST family row.
