manufacturer,model,source_name,source_url,source_type,trust_level,local_snapshot_path,source_notes,model_notes,field_name,value_num,value_text,unit,raw_value_text,status,confidence,field_notes
Korf,TA-SF9R,Korf TA-SF9R official product page,https://korfaudio.com/ta-sf9r,official_page,official,,Official Korf product page with hidden spec table for TA-SF9R.,Official Korf removable-headshell 9-inch target from current lineup.,arm_type,,pivoting 9-inch gimbal tonearm with removable headshell,,"Pivoting 9"" gimbal tonearm with removeable headshell",parsed,0.9,Official page description.
Korf,TA-SF9R,Korf TA-SF9R official product page,https://korfaudio.com/ta-sf9r,official_page,official,,Official Korf product page with hidden spec table for TA-SF9R.,Official Korf removable-headshell 9-inch target from current lineup.,effective_length_mm,229,,mm,229 mm,parsed,0.95,Official page spec.
Korf,TA-SF9R,Korf TA-SF9R official product page,https://korfaudio.com/ta-sf9r,official_page,official,,Official Korf product page with hidden spec table for TA-SF9R.,Official Korf removable-headshell 9-inch target from current lineup.,mounting_distance_mm,214,,mm,214 mm,parsed,0.95,Official page spec.
Korf,TA-SF9R,Korf TA-SF9R official product page,https://korfaudio.com/ta-sf9r,official_page,official,,Official Korf product page with hidden spec table for TA-SF9R.,Official Korf removable-headshell 9-inch target from current lineup.,offset_angle_deg,22,,deg,22°,parsed,0.95,Official page spec.
Korf,TA-SF9R,Korf TA-SF9R official product page,https://korfaudio.com/ta-sf9r,official_page,official,,Official Korf product page with hidden spec table for TA-SF9R.,Official Korf removable-headshell 9-inch target from current lineup.,effective_mass_g,,18 g without headshell / 28 g with HS-A02,g,18 g without headshell / 28 g with HS-A02,raw_only,0.9,Effective mass depends on installed headshell.
Korf,TA-SF9R,Korf TA-SF9R official product page,https://korfaudio.com/ta-sf9r,official_page,official,,Official Korf product page with hidden spec table for TA-SF9R.,Official Korf removable-headshell 9-inch target from current lineup.,bearing_system,,horizontal flexure pivot / vertical ceramic hybrid rolling bearings,,Horizontal axis bearing; Flexure pivot. Vertical axis bearings; Ceramic hybrid rolling bearings,parsed,0.9,Official page bearing description.
Korf,TA-SF9R,Korf TA-SF9R official product page,https://korfaudio.com/ta-sf9r,official_page,official,,Official Korf product page with hidden spec table for TA-SF9R.,Official Korf removable-headshell 9-inch target from current lineup.,arm_tube_material,,stainless steel,,Stainless steel,parsed,0.9,Official page material description.
Korf,TA-SF9R,Korf TA-SF9R official product page,https://korfaudio.com/ta-sf9r,official_page,official,,Official Korf product page with hidden spec table for TA-SF9R.,Official Korf removable-headshell 9-inch target from current lineup.,headshell_connector,,Ortofon/SME/JIS type,,Ortofon/SME/JIS type,parsed,0.9,Official page connector description.
Korf,TA-SF9R,Korf TA-SF9R official product page,https://korfaudio.com/ta-sf9r,official_page,official,,Official Korf product page with hidden spec table for TA-SF9R.,Official Korf removable-headshell 9-inch target from current lineup.,internal_wiring,,6N OFC Litz,,6N OFC Litz,parsed,0.9,Official page wiring description.
Korf,TA-SF9R,Korf TA-SF9R official product page,https://korfaudio.com/ta-sf9r,official_page,official,,Official Korf product page with hidden spec table for TA-SF9R.,Official Korf removable-headshell 9-inch target from current lineup.,arm_mount,,JIS/Linn-type or SME-type clamping base,,"JIS/Linn (min. Ø28 mm hole), SME",parsed,0.85,Official page mounting types.
TW-Acustic,Raven 12-inch,Raven 12.9 official page,https://tw-acustic.de/en/tonearms/raven-12-9,official_page,official,,"Official TW-Acustic page for the long Raven arm, labeled Raven 12.9.",Official TW-Acustic long Raven target. Queue name uses Raven 12-inch; official page labels the current product Raven 12.9.,product_lineage,,"Official TW-Acustic page labels the long Raven tonearm as Raven 12.9, corresponding to the queued Raven 12-inch target.",,Raven 12.9,parsed,0.92,Preserves official naming while hydrating queued target.
TW-Acustic,Raven 12-inch,Raven 12.9 official page,https://tw-acustic.de/en/tonearms/raven-12-9,official_page,official,,"Official TW-Acustic page for the long Raven arm, labeled Raven 12.9.",Official TW-Acustic long Raven target. Queue name uses Raven 12-inch; official page labels the current product Raven 12.9.,effective_length_mm,327.76,,mm,327.76 mm,parsed,0.95,Official page spec.
TW-Acustic,Raven 12-inch,Raven 12.9 official page,https://tw-acustic.de/en/tonearms/raven-12-9,official_page,official,,"Official TW-Acustic page for the long Raven arm, labeled Raven 12.9.",Official TW-Acustic long Raven target. Queue name uses Raven 12-inch; official page labels the current product Raven 12.9.,mounting_distance_mm,315.01,,mm,315.01 mm,parsed,0.95,Official page spec.
TW-Acustic,Raven 12-inch,Raven 12.9 official page,https://tw-acustic.de/en/tonearms/raven-12-9,official_page,official,,"Official TW-Acustic page for the long Raven arm, labeled Raven 12.9.",Official TW-Acustic long Raven target. Queue name uses Raven 12-inch; official page labels the current product Raven 12.9.,overhang_mm,12.75,,mm,12.75 mm,parsed,0.95,Official page spec.
TW-Acustic,Raven 12-inch,Raven 12.9 official page,https://tw-acustic.de/en/tonearms/raven-12-9,official_page,official,,"Official TW-Acustic page for the long Raven arm, labeled Raven 12.9.",Official TW-Acustic long Raven target. Queue name uses Raven 12-inch; official page labels the current product Raven 12.9.,offset_angle_deg,16.58,,deg,16.58 degrees,parsed,0.95,Official page spec.
TW-Acustic,Raven 12-inch,Raven 12.9 official page,https://tw-acustic.de/en/tonearms/raven-12-9,official_page,official,,"Official TW-Acustic page for the long Raven arm, labeled Raven 12.9.",Official TW-Acustic long Raven target. Queue name uses Raven 12-inch; official page labels the current product Raven 12.9.,null_alignment_type,,Loefgren,,Geometry: Löfgren B based on IEC radii,parsed,0.95,Official page explicitly states Löfgren B geometry.
TW-Acustic,Raven 12-inch,Raven 12.9 official page,https://tw-acustic.de/en/tonearms/raven-12-9,official_page,official,,"Official TW-Acustic page for the long Raven arm, labeled Raven 12.9.",Official TW-Acustic long Raven target. Queue name uses Raven 12-inch; official page labels the current product Raven 12.9.,effective_mass_g,18,,g,18 grams,parsed,0.95,Official page spec.
TW-Acustic,Raven 12-inch,Raven 12.9 official page,https://tw-acustic.de/en/tonearms/raven-12-9,official_page,official,,"Official TW-Acustic page for the long Raven arm, labeled Raven 12.9.",Official TW-Acustic long Raven target. Queue name uses Raven 12-inch; official page labels the current product Raven 12.9.,bearing_system,,gimbal-mounted with precision ball bearings,,Gimbal-mounted with precision ball bearings,parsed,0.9,Official page bearing description.
TW-Acustic,Raven 12-inch,Raven 12.9 official page,https://tw-acustic.de/en/tonearms/raven-12-9,official_page,official,,"Official TW-Acustic page for the long Raven arm, labeled Raven 12.9.",Official TW-Acustic long Raven target. Queue name uses Raven 12-inch; official page labels the current product Raven 12.9.,azimuth_adjustment,,By rotating the headshell,,By rotating the headshell,parsed,0.9,Official page adjustment note.
TW-Acustic,Raven 12-inch,Raven 12.9 official page,https://tw-acustic.de/en/tonearms/raven-12-9,official_page,official,,"Official TW-Acustic page for the long Raven arm, labeled Raven 12.9.",Official TW-Acustic long Raven target. Queue name uses Raven 12-inch; official page labels the current product Raven 12.9.,vta_adjustment,,Via VTA riser (+/- 5 mm),,Via VTA riser (+/- 5 mm),parsed,0.9,Official page adjustment note.
TW-Acustic,Raven 12-inch,Raven 12.9 official page,https://tw-acustic.de/en/tonearms/raven-12-9,official_page,official,,"Official TW-Acustic page for the long Raven arm, labeled Raven 12.9.",Official TW-Acustic long Raven target. Queue name uses Raven 12-inch; official page labels the current product Raven 12.9.,anti_skating,,Magnetic antiskating adjustment,,Magnetic antiskating adjustment,parsed,0.9,Official page adjustment note.
