manufacturer,model,source_name,source_url,source_type,trust_level,local_snapshot_path,source_notes,model_notes,field_name,value_num,value_text,unit,raw_value_text,status,confidence,field_notes
Schroeder,CB 9-inch,Man_SCHRODER CB.cdr,https://audiokit.com.br/das/wp-content/uploads/2025/11/Man_SCHRODER-CB.pdf,official_manual,official,,"Instruction manual issued 25/09/2020 by Frank Schroeder, mirrored by Thrax Audio / Audiokit.",Official CB manual support for exact 9-inch CB row.,effective_length_mm,239.3,,mm,"239,3/282mm",parsed,0.8,CB manual general info lists effective length as 239.3 mm for the standard CB arm.
Schroeder,CB 9-inch,Man_SCHRODER CB.cdr,https://audiokit.com.br/das/wp-content/uploads/2025/11/Man_SCHRODER-CB.pdf,official_manual,official,,"Instruction manual issued 25/09/2020 by Frank Schroeder, mirrored by Thrax Audio / Audiokit.",Official CB manual support for exact 9-inch CB row.,mounting_distance_mm,222,,mm,"222mm/267,5mm",parsed,0.8,CB manual mounting section and general info list pivot-to-spindle distance as 222 mm for the standard CB arm.
Schroeder,CB 9-inch,Man_SCHRODER CB.cdr,https://audiokit.com.br/das/wp-content/uploads/2025/11/Man_SCHRODER-CB.pdf,official_manual,official,,"Instruction manual issued 25/09/2020 by Frank Schroeder, mirrored by Thrax Audio / Audiokit.",Official CB manual support for exact 9-inch CB row.,offset_angle_deg,23,,deg,23°,parsed,0.8,CB manual general info lists offset angle as 23 degrees for the standard CB arm.
Schroeder,CB 9-inch,Man_SCHRODER CB.cdr,https://audiokit.com.br/das/wp-content/uploads/2025/11/Man_SCHRODER-CB.pdf,official_manual,official,,"Instruction manual issued 25/09/2020 by Frank Schroeder, mirrored by Thrax Audio / Audiokit.",Official CB manual support for exact 9-inch CB row.,effective_mass_g,14,,g,Eff. mass with supplied cartridge mounting plate: 14gr,parsed,0.75,CB manual general info lists effective mass with supplied cartridge mounting plate as 14 g.
Schroeder,CB 9-inch,Man_SCHRODER CB.cdr,https://audiokit.com.br/das/wp-content/uploads/2025/11/Man_SCHRODER-CB.pdf,official_manual,official,,"Instruction manual issued 25/09/2020 by Frank Schroeder, mirrored by Thrax Audio / Audiokit.",Official CB manual support for exact 9-inch CB row.,arm_mount,,23.5-25.4 mm hole with single M6 mounting screw,,"23,5 mm to 25,4 mm max hole plus single M6 mounting screw",parsed,0.75,CB manual mounting section lists Rega-sized mounting hole plus single M6 mounting screw.
Schroeder,CB-L 12-inch,Man_SCHRODER CB.cdr,https://audiokit.com.br/das/wp-content/uploads/2025/11/Man_SCHRODER-CB.pdf,official_manual,official,,"Instruction manual issued 25/09/2020 by Frank Schroeder, mirrored by Thrax Audio / Audiokit.",Official CB manual support for exact 12-inch CB-L row.,effective_length_mm,282,,mm,"239,3/282mm",parsed,0.8,CB manual general info lists effective length as 282 mm for the CB-L.
Schroeder,CB-L 12-inch,Man_SCHRODER CB.cdr,https://audiokit.com.br/das/wp-content/uploads/2025/11/Man_SCHRODER-CB.pdf,official_manual,official,,"Instruction manual issued 25/09/2020 by Frank Schroeder, mirrored by Thrax Audio / Audiokit.",Official CB manual support for exact 12-inch CB-L row.,mounting_distance_mm,267.5,,mm,"222mm/267,5mm",parsed,0.8,CB manual mounting section and general info list pivot-to-spindle distance as 267.5 mm for the CB-L.
Schroeder,CB-L 12-inch,Man_SCHRODER CB.cdr,https://audiokit.com.br/das/wp-content/uploads/2025/11/Man_SCHRODER-CB.pdf,official_manual,official,,"Instruction manual issued 25/09/2020 by Frank Schroeder, mirrored by Thrax Audio / Audiokit.",Official CB manual support for exact 12-inch CB-L row.,offset_angle_deg,19.35,,deg,"19,35°",parsed,0.8,CB manual general info lists offset angle as 19.35 degrees for the CB-L.
Schroeder,CB-L 12-inch,Man_SCHRODER CB.cdr,https://audiokit.com.br/das/wp-content/uploads/2025/11/Man_SCHRODER-CB.pdf,official_manual,official,,"Instruction manual issued 25/09/2020 by Frank Schroeder, mirrored by Thrax Audio / Audiokit.",Official CB manual support for exact 12-inch CB-L row.,effective_mass_g,17,,g,regular CB-L models are 3gr heavier,parsed,0.7,"CB manual states regular CB-L models are 3 g heavier than the standard 14 g CB, implying about 17 g effective mass with supplied plate."
Schroeder,CB-L 12-inch,Man_SCHRODER CB.cdr,https://audiokit.com.br/das/wp-content/uploads/2025/11/Man_SCHRODER-CB.pdf,official_manual,official,,"Instruction manual issued 25/09/2020 by Frank Schroeder, mirrored by Thrax Audio / Audiokit.",Official CB manual support for exact 12-inch CB-L row.,arm_mount,,23.5-25.4 mm hole with single M6 mounting screw,,"23,5 mm to 25,4 mm max hole plus single M6 mounting screw",parsed,0.75,CB manual mounting section lists Rega-sized mounting hole plus single M6 mounting screw.
Schroeder,Model 2 and Model DPS,Anleitungen/manuals,http://www.schroeder-tonarme.de/anleitungen-manuals.html,official_page,official,,Official Schroeder manuals index page linking Model 2 and DPS setup documents.,Official manuals-index support for grouped legacy Model 2 / DPS row.,product_family,,"Official Schroeder manuals page links both No2 english and DPS deutsch setup documents, corroborating the grouped Model 2 / DPS legacy row.",,No2 english; DPS deutsch,parsed,0.75,Official manuals index page confirms both model families are represented in Schroeder documentation.
