manufacturer,model,source_name,source_url,source_type,trust_level,local_snapshot_path,source_notes,model_notes,field_name,value_num,value_text,unit,raw_value_text,status,confidence,field_notes
Ortofon,TA-110,Ortofon TA-110 official product page,https://ortofon.com/pages/ta-110-9,official_page,official,,Official historical Ortofon TA-110 product page,Historical 9 inch static-balance Ortofon tonearm.,effective_length_mm,231.0,,mm,231.0 mm,parsed,0.95,
Ortofon,TA-110,Ortofon TA-110 official product page,https://ortofon.com/pages/ta-110-9,official_page,official,,Official historical Ortofon TA-110 product page,Historical 9 inch static-balance Ortofon tonearm.,mounting_distance_mm,213.0,,mm,213.0 mm,parsed,0.95,
Ortofon,TA-110,Ortofon TA-110 official product page,https://ortofon.com/pages/ta-110-9,official_page,official,,Official historical Ortofon TA-110 product page,Historical 9 inch static-balance Ortofon tonearm.,overhang_mm,18.0,,mm,18.0 mm,parsed,0.95,
Ortofon,TA-110,Ortofon TA-110 official product page,https://ortofon.com/pages/ta-110-9,official_page,official,,Official historical Ortofon TA-110 product page,Historical 9 inch static-balance Ortofon tonearm.,offset_angle_deg,23.9,,deg,23.9 degrees,parsed,0.95,
Ortofon,TA-110,Ortofon TA-110 official product page,https://ortofon.com/pages/ta-110-9,official_page,official,,Official historical Ortofon TA-110 product page,Historical 9 inch static-balance Ortofon tonearm.,effective_mass_g,3.5,,g,Effective mass without headshell: 3.5 g,parsed,0.95,
Ortofon,TA-110,Ortofon TA-110 official product page,https://ortofon.com/pages/ta-110-9,official_page,official,,Official historical Ortofon TA-110 product page,Historical 9 inch static-balance Ortofon tonearm.,null_point_inner_mm,66.0,,mm,Inner null point: 66 mm,parsed,0.95,
Ortofon,TA-110,Ortofon TA-110 official product page,https://ortofon.com/pages/ta-110-9,official_page,official,,Official historical Ortofon TA-110 product page,Historical 9 inch static-balance Ortofon tonearm.,null_point_outer_mm,120.9,,mm,Outer null point: 120.9 mm,parsed,0.95,
Ortofon,TA-110,Ortofon TA-110 official product page,https://ortofon.com/pages/ta-110-9,official_page,official,,Official historical Ortofon TA-110 product page,Historical 9 inch static-balance Ortofon tonearm.,null_points,,66 / 120.9,,66 mm / 120.9 mm,parsed,0.95,
Ortofon,TA-110,Ortofon TA-110 official product page,https://ortofon.com/pages/ta-110-9,official_page,official,,Official historical Ortofon TA-110 product page,Historical 9 inch static-balance Ortofon tonearm.,cartridge_range_low_g,5.5,,g,Counterweight for cartridge + headshell mass between 21 and 28 g included; headshell 15.5 g,derived,0.8,Derived by subtracting supplied 15.5 g headshell mass from 21-28 g cartridge+headshell range.
Ortofon,TA-110,Ortofon TA-110 official product page,https://ortofon.com/pages/ta-110-9,official_page,official,,Official historical Ortofon TA-110 product page,Historical 9 inch static-balance Ortofon tonearm.,cartridge_range_high_g,12.5,,g,Counterweight for cartridge + headshell mass between 21 and 28 g included; headshell 15.5 g,derived,0.8,Derived by subtracting supplied 15.5 g headshell mass from 21-28 g cartridge+headshell range.
