manufacturer,model,source_name,source_url,source_type,trust_level,local_snapshot_path,source_notes,model_notes,field_name,value_num,value_text,unit,raw_value_text,status,confidence,field_notes
Decca,International & Professional for transcription 12-16inches and SP record as well?,DECCA London International Arm Specifications Decker,https://audio-database.com/DECCA/etc/londoninternationalarm.html,official_brochure,official,,Historical Decca London International arm specification page reproduced by Audio Database.,Official historical support for the Decca International branch within the grouped Decca arm row.,product_lineage,,"Official historical specifications document the Decca London International arm, providing official family-lineage support for the grouped Decca International and Professional tonearm row.",,Decca London International historical specifications,parsed,0.7,Official family-lineage support for grouped row.
Dr. Feickert,Straight-10,High End 2025 - Feickert Analogue,https://www.feickert.de/de/high-end-2025.html,official_page,official,,Official Feickert Analogue page listing Straight-10 and Straight-12 in the company demonstration lineup.,Official manufacturer support for Dr. Feickert Straight-10.,product_lineage,,"Feickert Analogue officially lists the Straight-10 tonearm in its 2025 product demonstration lineup, confirming manufacturer support for the model.",,Feickert High End 2025 page lists Straight-10,parsed,0.75,Official manufacturer support for exact model.
Graham,"Model 1.5t (US Patent 4686664: ""for purposes of explanation only, one arm has the following dimensions: effective length 235 mm, offset angle of 23.5 degree and overhang of 17.638 mm."" ) Baerwald ""1"" or Loefgren ""2"" overhang can be selectable.",Graham Manuals | Vinyl Engine,https://www.vinylengine.com/library/graham.shtml,manual_mirror,official,,Vinyl Engine Graham library page listing the Graham 1.5 among archived Graham tonearms.,Manual-library lineage support for Graham 1.5 family row.,product_lineage,,"The Vinyl Engine Graham library page lists the Graham 1.5 as part of the Graham tonearm archive, providing mirrored manual-library support for the historical 1.5t family row.",,Graham library lists 1.5 tonearm,parsed,0.65,Manual-library support for historical model family.
Manticore,Magician 12inch,Manticore Manuals | Vinyl Engine,https://www.vinylengine.com/library/manticore.shtml,manual_mirror,official,,Vinyl Engine Manticore manufacturer library page describing the Musician and Magician tonearm range.,Manual-library family support for Manticore Magician 12-inch row.,product_lineage,,"The Vinyl Engine Manticore library page states that Manticore produced the Musician and Magician tonearm range, providing mirrored library support for the Magician 12-inch row.",,Manticore library page names Musician and Magician range,parsed,0.65,Manual-library family support for historic exact model row.
Manticore,Musician/Magician,Manticore Musician Tonearm Manual,https://www.vinylengine.com/library/manticore/musician.shtml,manual_mirror,official,,Vinyl Engine mirrored original manual/library page for Manticore Musician.,Mirrored original-manual support for grouped Manticore Musician/Magician row.,product_lineage,,"Manticore Musician is documented by mirrored original-manual support, and the related Magician is identified as the polished-aluminium counterpart within the same tonearm family.",,Manticore Musician manual page,parsed,0.75,Manual-mirror support for grouped row.
Odyssey,RP1-XG & RP1 Gold,ODYSSEY TONEARMS: RP1 to RP1-XGII,https://odysseytonearms.blogspot.com/p/rp1-rp1-p.html,official_page,official,,"Official Odyssey Tonearms page describing RP1, RP1-X, RP1-XG, and XG Mk II development.",Official family-lineage support for grouped Odyssey RP1-XG and RP1 Gold row.,product_lineage,,"The official Odyssey Tonearms history page documents the RP1-XG as part of the RP1 development line, providing official lineage support for the grouped RP1-XG and RP1 Gold row.",,Odyssey RP1 to RP1-XGII history page,parsed,0.8,Official family-lineage support for grouped row.
Odyssey,RP1-XG & RP1 Gold,ODYSSEY TONEARMS: Odyssey Gold Signature,https://odysseytonearms.blogspot.com/p/rp1-gold-signature.html,official_page,official,,Official Odyssey Tonearms page describing the Odyssey Gold Signature and its relationship to the RP1-XG.,Official support for the gold-variant branch within grouped Odyssey row.,product_lineage,,"Official Odyssey documentation states that the Gold Signature used the basic RP1-XG concept, reinforcing official support for the grouped RP1-XG and RP1 Gold family row.",,Odyssey Gold Signature page references RP1-XG concept,parsed,0.8,Official support for grouped gold-variant row.
Syrinx,PU-2 with minimum shell sliding on wand/PU-3 with fixed shell,Syrinx PU2 Tonearm Manual,https://www.vinylengine.com/library/syrinx/pu2.shtml,manual_mirror,official,,Vinyl Engine mirrored original manual/library page for Syrinx PU2.,Mirrored original-manual support for grouped Syrinx row.,product_lineage,,Syrinx PU2 is documented by mirrored original-manual support as the sliding-block shell design in the grouped PU2 and PU3 family row.,,Syrinx PU2 manual page,parsed,0.8,Manual-mirror support for grouped row.
Syrinx,PU-2 with minimum shell sliding on wand/PU-3 with fixed shell,Syrinx PU3 Tonearm Manual,https://www.vinylengine.com/library/syrinx/pu3.shtml,manual_mirror,official,,Vinyl Engine mirrored original manual/library page for Syrinx PU3.,Mirrored original-manual support for grouped Syrinx row.,product_lineage,,Syrinx PU3 is documented by mirrored original-manual support as the fixed-shell successor in the grouped PU2 and PU3 family row.,,Syrinx PU3 manual page,parsed,0.8,Manual-mirror support for grouped row.
ViV Laboratory,Rigid Float HA9,Rigid Float Tonearm Series - DS Exports,https://ds-exports.biz/rigid-float-tone-arm/,official_distributor_page,official,,"Authorized distribution page listing ViV Laboratory Rigid Float Ha7, Ha9, and Ha13 specifications.",Official distributor support for ViV Laboratory Rigid Float HA9.,product_lineage,,Authorized distributor specifications list the ViV Laboratory Rigid Float HA9 as the 9-inch member of the Rigid Float Ha tonearm series.,,DS Exports lists Rigid Float Ha9 specifications,parsed,0.8,Official distributor support for exact model.
Wilson Benesch,ACT2& ACT 0.5,Microsoft Word - Analogue Manual 09 PDF.doc,https://www.decibel.ch/upfiles/documents/wilson-beneschanaloguemanual-52281.pdf,manual_mirror,official,,"Mirrored original Wilson Benesch analogue manual covering ACT 0.5, ACT Two, and Nanotube tonearms.",Mirrored original-manual support for grouped Wilson Benesch ACT 0.5 and ACT Two row.,product_lineage,,"The mirrored Wilson Benesch analogue manual explicitly provides tonearm geometry for ACT 0.5 and ACT Two, supporting the grouped historic Wilson Benesch row.",,Wilson Benesch analogue manual geometry for ACT 0.5 and ACT Two,parsed,0.85,Manual-mirror support for grouped row.
