manufacturer,model,source_name,source_url,source_type,trust_level,local_snapshot_path,source_notes,model_notes,field_name,value_num,value_text,unit,raw_value_text,status,confidence,field_notes
Dr. Feickert,Straight-10,Dr. Feickert Straight-10 review,https://www.fidelity-magazine.com/dr-feickert-analogue-straight-10/,review,secondary,,Detailed published review with full geometry/spec block,Dr. Feickert branded 10 inch gimbal-bearing radial tonearm.,effective_length_mm,254.0,,mm,254 mm (10 inch),parsed,0.85,"Review publication, not OEM datasheet."
Dr. Feickert,Straight-10,Dr. Feickert Straight-10 review,https://www.fidelity-magazine.com/dr-feickert-analogue-straight-10/,review,secondary,,Detailed published review with full geometry/spec block,Dr. Feickert branded 10 inch gimbal-bearing radial tonearm.,mounting_distance_mm,237.8,,mm,237.8 mm,parsed,0.85,"Review publication, not OEM datasheet."
Dr. Feickert,Straight-10,Dr. Feickert Straight-10 review,https://www.fidelity-magazine.com/dr-feickert-analogue-straight-10/,review,secondary,,Detailed published review with full geometry/spec block,Dr. Feickert branded 10 inch gimbal-bearing radial tonearm.,overhang_mm,16.2,,mm,16.2 mm,parsed,0.85,"Review publication, not OEM datasheet."
Dr. Feickert,Straight-10,Dr. Feickert Straight-10 review,https://www.fidelity-magazine.com/dr-feickert-analogue-straight-10/,review,secondary,,Detailed published review with full geometry/spec block,Dr. Feickert branded 10 inch gimbal-bearing radial tonearm.,offset_angle_deg,21.6,,deg,21.6 degrees,parsed,0.85,"Review publication, not OEM datasheet."
Dr. Feickert,Straight-10,Dr. Feickert Straight-10 review,https://www.fidelity-magazine.com/dr-feickert-analogue-straight-10/,review,secondary,,Detailed published review with full geometry/spec block,Dr. Feickert branded 10 inch gimbal-bearing radial tonearm.,effective_mass_g,12.0,,g,12 g (medium mass),parsed,0.85,"Review publication, not OEM datasheet."
Dr. Feickert,Straight-10,Dr. Feickert Straight-10 review,https://www.fidelity-magazine.com/dr-feickert-analogue-straight-10/,review,secondary,,Detailed published review with full geometry/spec block,Dr. Feickert branded 10 inch gimbal-bearing radial tonearm.,cartridge_range_low_g,6.0,,g,6-15 g,parsed,0.85,"Review publication, not OEM datasheet."
Dr. Feickert,Straight-10,Dr. Feickert Straight-10 review,https://www.fidelity-magazine.com/dr-feickert-analogue-straight-10/,review,secondary,,Detailed published review with full geometry/spec block,Dr. Feickert branded 10 inch gimbal-bearing radial tonearm.,cartridge_range_high_g,15.0,,g,6-15 g,parsed,0.85,"Review publication, not OEM datasheet."
Dr. Feickert,Straight-10,Dr. Feickert Straight-10 review,https://www.fidelity-magazine.com/dr-feickert-analogue-straight-10/,review,secondary,,Detailed published review with full geometry/spec block,Dr. Feickert branded 10 inch gimbal-bearing radial tonearm.,arm_mount,,Japanese Industry Standard (JIS) collar / 3-screw pattern,,"Japanese Industry Standard (JIS) collar, round mount secured with three screws",parsed,0.85,"Review publication, not OEM datasheet."
Dr. Feickert,Straight-10,Dr. Feickert Straight-10 review,https://www.fidelity-magazine.com/dr-feickert-analogue-straight-10/,review,secondary,,Detailed published review with full geometry/spec block,Dr. Feickert branded 10 inch gimbal-bearing radial tonearm.,alignment_geometry,,Lofgren A (Baerwald),,Lofgren A (Baerwald),parsed,0.85,"Review publication, not OEM datasheet."
Dr. Feickert,Straight-10,DFA Straight-10 dealer listing,https://hifi12a.de/DFA-Dr-Feickert-Analogue-STRAIGHT-10-Tonearm,dealer_page,secondary,,Dealer listing echoing core Straight-10 mount information,Dealer listing corroborates mount and connection details.,mounting_distance_mm,237.8,,mm,"237,8 mm center tonearm to center plate bearing",parsed,0.8,Dealer listing corroboration.
Dr. Feickert,Straight-10,DFA Straight-10 dealer listing,https://hifi12a.de/DFA-Dr-Feickert-Analogue-STRAIGHT-10-Tonearm,dealer_page,secondary,,Dealer listing echoing core Straight-10 mount information,Dealer listing corroborates mount and connection details.,arm_mount,,DFA scheme / 5 pin DIN socket,,Mounting: DFA scheme; connection: 5 pin DIN socket,parsed,0.75,Dealer listing uses seller wording; kept as raw mount/connection note.
