manufacturer,model,source_name,source_url,source_type,trust_level,local_snapshot_path,source_notes,model_notes,field_name,value_num,value_text,unit,raw_value_text,status,confidence,field_notes
SAT,LM-09,SAT 9 vs 12 geometry paper,https://swedishat.com/SAT%209%22%20vs%2012%22%20paper.pdf,official_pdf,official,,Official SAT geometry paper by Marc Gomez,,mounting_distance_mm,212.2,,mm,212.2 mm,parsed,0.95,
SAT,LM-09,SAT 9 vs 12 geometry paper,https://swedishat.com/SAT%209%22%20vs%2012%22%20paper.pdf,official_pdf,official,,Official SAT geometry paper by Marc Gomez,,overhang_mm,22.8,,mm,22.8 mm,parsed,0.95,
SAT,LM-09,SAT 9 vs 12 geometry paper,https://swedishat.com/SAT%209%22%20vs%2012%22%20paper.pdf,official_pdf,official,,Official SAT geometry paper by Marc Gomez,,effective_length_mm,235.0,,mm,Derived from 212.2 + 22.8 mm,derived,0.9,
SAT,LM-09,SAT 9 vs 12 geometry paper,https://swedishat.com/SAT%209%22%20vs%2012%22%20paper.pdf,official_pdf,official,,Official SAT geometry paper by Marc Gomez,,offset_angle_deg,26.1,,deg,26.1 degrees,parsed,0.95,
SAT,LM-09,SAT 9 vs 12 geometry paper,https://swedishat.com/SAT%209%22%20vs%2012%22%20paper.pdf,official_pdf,official,,Official SAT geometry paper by Marc Gomez,,null_points,,80 / 126,,80 mm / 126 mm,parsed,0.95,
SAT,LM-09,SAT 9 vs 12 geometry paper,https://swedishat.com/SAT%209%22%20vs%2012%22%20paper.pdf,official_pdf,official,,Official SAT geometry paper by Marc Gomez,,null_point_inner_mm,80.0,,mm,80 mm,parsed,0.95,
SAT,LM-09,SAT 9 vs 12 geometry paper,https://swedishat.com/SAT%209%22%20vs%2012%22%20paper.pdf,official_pdf,official,,Official SAT geometry paper by Marc Gomez,,null_point_outer_mm,126.0,,mm,126 mm,parsed,0.95,
SAT,LM-09,SAT 9 vs 12 geometry paper,https://swedishat.com/SAT%209%22%20vs%2012%22%20paper.pdf,official_pdf,official,,Official SAT geometry paper by Marc Gomez,,alignment_standard,,SAT custom 143 / 75 mm groove radii,,Outer radius 143 mm / inner radius 75 mm,parsed,0.9,
SAT,LM-12,SAT 9 vs 12 geometry paper,https://swedishat.com/SAT%209%22%20vs%2012%22%20paper.pdf,official_pdf,official,,Official SAT geometry paper by Marc Gomez,,mounting_distance_mm,280.0,,mm,280.0 mm,parsed,0.95,
SAT,LM-12,SAT 9 vs 12 geometry paper,https://swedishat.com/SAT%209%22%20vs%2012%22%20paper.pdf,official_pdf,official,,Official SAT geometry paper by Marc Gomez,,overhang_mm,17.6,,mm,17.6 mm,parsed,0.95,
SAT,LM-12,SAT 9 vs 12 geometry paper,https://swedishat.com/SAT%209%22%20vs%2012%22%20paper.pdf,official_pdf,official,,Official SAT geometry paper by Marc Gomez,,effective_length_mm,297.6,,mm,Derived from 280.0 + 17.6 mm,derived,0.9,
SAT,LM-12,SAT 9 vs 12 geometry paper,https://swedishat.com/SAT%209%22%20vs%2012%22%20paper.pdf,official_pdf,official,,Official SAT geometry paper by Marc Gomez,,offset_angle_deg,20.3,,deg,20.3 degrees,parsed,0.95,
SAT,LM-12,SAT 9 vs 12 geometry paper,https://swedishat.com/SAT%209%22%20vs%2012%22%20paper.pdf,official_pdf,official,,Official SAT geometry paper by Marc Gomez,,null_points,,80 / 126,,80 mm / 126 mm,parsed,0.95,
SAT,LM-12,SAT 9 vs 12 geometry paper,https://swedishat.com/SAT%209%22%20vs%2012%22%20paper.pdf,official_pdf,official,,Official SAT geometry paper by Marc Gomez,,null_point_inner_mm,80.0,,mm,80 mm,parsed,0.95,
SAT,LM-12,SAT 9 vs 12 geometry paper,https://swedishat.com/SAT%209%22%20vs%2012%22%20paper.pdf,official_pdf,official,,Official SAT geometry paper by Marc Gomez,,null_point_outer_mm,126.0,,mm,126 mm,parsed,0.95,
SAT,LM-12,SAT 9 vs 12 geometry paper,https://swedishat.com/SAT%209%22%20vs%2012%22%20paper.pdf,official_pdf,official,,Official SAT geometry paper by Marc Gomez,,alignment_standard,,SAT custom 143 / 75 mm groove radii,,Outer radius 143 mm / inner radius 75 mm,parsed,0.9,
Thales,Simplicity II,Thales Simplicity II official page,https://www.thales.swiss/thales-simplicity.html,official_page,official,,Official Thales Simplicity II product page,Tangential pivoted tonearm with variable offset geometry.,mounting_distance_mm,230.0,,mm,230 mm,parsed,0.95,
Thales,Simplicity II,Thales Simplicity II official page,https://www.thales.swiss/thales-simplicity.html,official_page,official,,Official Thales Simplicity II product page,Tangential pivoted tonearm with variable offset geometry.,offset_angle_deg,,variable,deg,variable,raw_only,0.95,Thales tetragon geometry uses variable offset rather than a single fixed angle.
Thales,Simplicity II,Thales Simplicity II official page,https://www.thales.swiss/thales-simplicity.html,official_page,official,,Official Thales Simplicity II product page,Tangential pivoted tonearm with variable offset geometry.,effective_mass_g,18.0,,g,18 g,parsed,0.95,
Thales,Simplicity II,Thales Simplicity II official page,https://www.thales.swiss/thales-simplicity.html,official_page,official,,Official Thales Simplicity II product page,Tangential pivoted tonearm with variable offset geometry.,cartridge_range_low_g,7.0,,g,7 to 23 g,parsed,0.95,
Thales,Simplicity II,Thales Simplicity II official page,https://www.thales.swiss/thales-simplicity.html,official_page,official,,Official Thales Simplicity II product page,Tangential pivoted tonearm with variable offset geometry.,cartridge_range_high_g,23.0,,g,7 to 23 g,parsed,0.95,
Thales,Simplicity II,Flyer Simplicity II,https://exaudio.pt/wp-content/uploads/2022/02/Flyer-Simplicity-II.pdf,official_pdf,official,,Official Simplicity II flyer,Tangential pivoted tonearm with variable offset geometry.,effective_length_mm,,9 inches nominal,mm,effective length: 9 inches,raw_only,0.85,Flyer gives inch designation only.
Thales,Simplicity II,Flyer Simplicity II,https://exaudio.pt/wp-content/uploads/2022/02/Flyer-Simplicity-II.pdf,official_pdf,official,,Official Simplicity II flyer,Tangential pivoted tonearm with variable offset geometry.,arm_mount,,EMT / Ortofon standard,,Base-ring EMT / Ortofon standard,parsed,0.9,
Thales,Statement,Thales Statement official page,https://www.thales.swiss/thales-statement1.html,official_page,official,,Official Thales Statement product page,Tangential pivoted tonearm with variable offset geometry.,mounting_distance_mm,230.0,,mm,230 mm,parsed,0.95,
Thales,Statement,Thales Statement official page,https://www.thales.swiss/thales-statement1.html,official_page,official,,Official Thales Statement product page,Tangential pivoted tonearm with variable offset geometry.,offset_angle_deg,,variable,deg,variable,raw_only,0.95,Thales tetragon geometry uses variable offset rather than a single fixed angle.
