manufacturer,model,source_name,source_url,source_type,trust_level,local_snapshot_path,source_notes,model_notes,field_name,value_num,value_text,unit,raw_value_text,status,confidence,field_notes
Acoustical Systems,AQUILAR Reference 10-inch,Acoustical Systems AQUILAR official page,https://www.acoustical-systems.de/as-tonearms/the-aquilar-10-reference-tonearm/,official_page,official,,Official Acoustical Systems AQUILAR pages and manual.,Official Acoustical Systems AQUILAR 10-inch reference tonearm representation.,arm_size,,10-inch,,the AQUILAR - 10” reference tonearm,parsed,0.9,
Acoustical Systems,AQUILAR Reference 10-inch,Acoustical Systems AQUILAR owner manual,https://www.acoustical-systems.de/app/download/31400293/AQ_BDA_02-2020-medium.pdf,official_pdf,official,,Official Acoustical Systems AQUILAR pages and manual.,Official Acoustical Systems AQUILAR 10-inch reference tonearm representation.,arm_type,,pivot tonearm with double nano-gimbal bearing architecture,,The AQUILAR is a pivot tonearm featuring a double nano-gimbal bearing architecture,parsed,0.9,
Acoustical Systems,AQUILAR Reference 10-inch,Acoustical Systems AQUILAR owner manual,https://www.acoustical-systems.de/app/download/31400293/AQ_BDA_02-2020-medium.pdf,official_pdf,official,,Official Acoustical Systems AQUILAR pages and manual.,Official Acoustical Systems AQUILAR 10-inch reference tonearm representation.,effective_length_mm,250,,mm,Effective length w/Loefgren A: 10” = 250 mm,parsed,0.9,
Acoustical Systems,AQUILAR Reference 10-inch,Acoustical Systems AQUILAR owner manual,https://www.acoustical-systems.de/app/download/31400293/AQ_BDA_02-2020-medium.pdf,official_pdf,official,,Official Acoustical Systems AQUILAR pages and manual.,Official Acoustical Systems AQUILAR 10-inch reference tonearm representation.,mounting_distance_mm,238,,mm,Pivot to Spindle: 10” = 238 mm,parsed,0.9,
Acoustical Systems,AQUILAR Reference 10-inch,Acoustical Systems AQUILAR owner manual,https://www.acoustical-systems.de/app/download/31400293/AQ_BDA_02-2020-medium.pdf,official_pdf,official,,Official Acoustical Systems AQUILAR pages and manual.,Official Acoustical Systems AQUILAR 10-inch reference tonearm representation.,offset_angle_deg,,variable approx. 16°-23°,,Offset angle: variable approx. 16° - 23°,parsed,0.9,
Acoustical Systems,AQUILAR Reference 10-inch,Acoustical Systems AQUILAR owner manual,https://www.acoustical-systems.de/app/download/31400293/AQ_BDA_02-2020-medium.pdf,official_pdf,official,,Official Acoustical Systems AQUILAR pages and manual.,Official Acoustical Systems AQUILAR 10-inch reference tonearm representation.,overhang_mm,,variable approx. 5-16 mm,,Overhang: variable approx. 5 to 16 mm,parsed,0.9,
Acoustical Systems,AQUILAR Reference 10-inch,Acoustical Systems AQUILAR owner manual,https://www.acoustical-systems.de/app/download/31400293/AQ_BDA_02-2020-medium.pdf,official_pdf,official,,Official Acoustical Systems AQUILAR pages and manual.,Official Acoustical Systems AQUILAR 10-inch reference tonearm representation.,effective_mass_g,11.4,,g,Effective moving mass net: 10” = 11.4 grams,parsed,0.9,
Acoustical Systems,AQUILAR Reference 10-inch,Acoustical Systems AQUILAR owner manual,https://www.acoustical-systems.de/app/download/31400293/AQ_BDA_02-2020-medium.pdf,official_pdf,official,,Official Acoustical Systems AQUILAR pages and manual.,Official Acoustical Systems AQUILAR 10-inch reference tonearm representation.,cartridge_range_low_g,5.2,,g,Cartridge weight balanced: 5.2 to 30 grams,parsed,0.9,
Acoustical Systems,AQUILAR Reference 10-inch,Acoustical Systems AQUILAR owner manual,https://www.acoustical-systems.de/app/download/31400293/AQ_BDA_02-2020-medium.pdf,official_pdf,official,,Official Acoustical Systems AQUILAR pages and manual.,Official Acoustical Systems AQUILAR 10-inch reference tonearm representation.,cartridge_range_high_g,30,,g,Cartridge weight balanced: 5.2 to 30 grams,parsed,0.9,
Acoustical Systems,AQUILAR Reference 10-inch,Acoustical Systems AQUILAR official page,https://www.acoustical-systems.de/as-tonearms/the-aquilar-10-reference-tonearm/,official_page,official,,Official Acoustical Systems AQUILAR pages and manual.,Official Acoustical Systems AQUILAR 10-inch reference tonearm representation.,arm_tube_material,,titanium/carbon-hybrid arm wand,,unique acoustical-systems non-resonance titanium/carbon-hybrid arm wand,parsed,0.9,
Acoustical Systems,AQUILAR Reference 10-inch,Acoustical Systems AQUILAR official page,https://www.acoustical-systems.de/as-tonearms/the-aquilar-10-reference-tonearm/,official_page,official,,Official Acoustical Systems AQUILAR pages and manual.,Official Acoustical Systems AQUILAR 10-inch reference tonearm representation.,anti_skating,,non-touch magnetic anti-skating on-the-fly; dynamic following tangential curve,,non-touch magnetic Antiskating on-the-fly; dynamic anti skating following the tangential curve,parsed,0.9,
Acoustical Systems,AQUILAR Reference 10-inch,Acoustical Systems AQUILAR official page,https://www.acoustical-systems.de/as-tonearms/the-aquilar-10-reference-tonearm/,official_page,official,,Official Acoustical Systems AQUILAR pages and manual.,Official Acoustical Systems AQUILAR 10-inch reference tonearm representation.,alignment_geometry,,UNI-DIN,,the design is based on the unique UNI-DIN geometry,parsed,0.9,
Acoustical Systems,AQUILAR Reference 10-inch,Acoustical Systems AQUILAR official page,https://www.acoustical-systems.de/as-tonearms/the-aquilar-10-reference-tonearm/,official_page,official,,Official Acoustical Systems AQUILAR pages and manual.,Official Acoustical Systems AQUILAR 10-inch reference tonearm representation.,output_cable,,direct-to-phono 1.2 m lead (RCA or XLR) or male DIN 5-pole,,available with 2 terminal options: direct-to-phono 1.2 m length phono lead (RCA or XLR) or male DIN 5-pole connector,parsed,0.9,
