manufacturer,model,source_name,source_url,source_type,trust_level,local_snapshot_path,source_notes,model_notes,field_name,value_num,value_text,unit,raw_value_text,status,confidence,field_notes
Rega,RB330,Rega RB330 official product page,https://www.rega.co.uk/products/rb330,official_page,official,,Technical specs surfaced by official product page and official PDF/manual pairing,,effective_length_mm,236.5,,mm,236.5 mm,parsed,0.9,
Rega,RB330,Rega RB330 official product page,https://www.rega.co.uk/products/rb330,official_page,official,,Technical specs surfaced by official product page and official PDF/manual pairing,,overhang_mm,14.5,,mm,14.5 mm,parsed,0.9,
Rega,RB330,Rega RB330 official product page,https://www.rega.co.uk/products/rb330,official_page,official,,Technical specs surfaced by official product page and official PDF/manual pairing,,offset_angle_deg,21.55,,deg,21.55 degrees,parsed,0.9,
Rega,RB330,Rega RB330 official instructions PDF,https://www.rega.co.uk/download/rb330-retail-instructions-master-2017.pdf,official_pdf,official,,Official Rega fitting instructions,,mounting_distance_mm,222.0,,mm,222 mm,parsed,0.95,
Rega,RB330,Rega RB330 official product page,https://www.rega.co.uk/products/rb330,official_page,official,,Technical specs surfaced by official product page and official PDF/manual pairing,,effective_mass_g,11.0,,g,11 g,parsed,0.85,
Rega,RB330,Rega RB330 official instructions PDF,https://www.rega.co.uk/download/rb330-retail-instructions-master-2017.pdf,official_pdf,official,,Official Rega fitting instructions,,arm_mount,,25 mm pillar / 3-point Rega fixing,,25 mm mounting pillar / 3-point mounting,parsed,0.9,
Graham,Phantom III 9-inch,Graham Phantom III official page,https://graham-engineering.com/products/tonearms/phantom-iii/,official_page,official,,Official geometry values surfaced by product-page search snippet,,effective_length_mm,235.0,,mm,235 mm (9 inch),parsed,0.85,
Graham,Phantom III 9-inch,Graham Phantom III official page,https://graham-engineering.com/products/tonearms/phantom-iii/,official_page,official,,Official geometry values surfaced by product-page search snippet,,mounting_distance_mm,217.4,,mm,217.4 mm spindle to pivot,parsed,0.85,
Graham,Phantom III 9-inch,Graham Phantom III official page,https://graham-engineering.com/products/tonearms/phantom-iii/,official_page,official,,Official geometry values surfaced by product-page search snippet,,overhang_mm,17.6,,mm,17.6 mm,parsed,0.85,
Graham,Phantom III 9-inch,Graham Phantom III official page,https://graham-engineering.com/products/tonearms/phantom-iii/,official_page,official,,Official geometry values surfaced by product-page search snippet,,arm_mount,,SME standard,,SME standard,parsed,0.85,
Graham,Phantom III 9-inch,Graham Phantom III official page,https://graham-engineering.com/products/tonearms/phantom-iii/,official_page,official,,Official geometry values surfaced by product-page search snippet,,cartridge_range_low_g,5.0,,g,5-18 g,parsed,0.8,
Graham,Phantom III 9-inch,Graham Phantom III official page,https://graham-engineering.com/products/tonearms/phantom-iii/,official_page,official,,Official geometry values surfaced by product-page search snippet,,cartridge_range_high_g,18.0,,g,5-18 g,parsed,0.8,
Graham,Phantom III 10-inch,Graham Phantom III official page,https://graham-engineering.com/products/tonearms/phantom-iii/,official_page,official,,Official geometry values surfaced by product-page search snippet,,effective_length_mm,246.8,,mm,246.8 mm (10 inch),parsed,0.85,
