manufacturer,model,source_name,source_url,source_type,trust_level,local_snapshot_path,source_notes,model_notes,field_name,value_num,value_text,unit,raw_value_text,status,confidence,field_notes
Jelco,SA 250,English Sound Jelco SA-250 page,https://englishsound.com.ru/cat/306/1577.html,official_distributor_page,official,,English Sound distributor product page for the Jelco SA-250.,Workbook exact-model follow-up for Jelco short S-shape arm.,product_lineage,,Static-balance S-shaped Jelco tonearm with removable SME headshell and One Point Cross Suspension System.,,Статически сбалансированный S образный тонарм Jelco SA-250 ... массивным съемным SME шеллом ... One Point Cross Suspension System,parsed,0.88,Distributor exact-model description and construction details.
Jelco,SA 250,English Sound Jelco SA-250 page,https://englishsound.com.ru/cat/306/1577.html,official_distributor_page,official,,English Sound distributor product page for the Jelco SA-250.,Workbook exact-model follow-up for Jelco short S-shape arm.,effective_length_mm,229,,mm,229mm,parsed,0.9,Exact-model distributor spec.
Jelco,SA 250,English Sound Jelco SA-250 page,https://englishsound.com.ru/cat/306/1577.html,official_distributor_page,official,,English Sound distributor product page for the Jelco SA-250.,Workbook exact-model follow-up for Jelco short S-shape arm.,mounting_distance_mm,214,,mm,214mm,parsed,0.9,Exact-model distributor spec.
Jelco,SA 250,English Sound Jelco SA-250 page,https://englishsound.com.ru/cat/306/1577.html,official_distributor_page,official,,English Sound distributor product page for the Jelco SA-250.,Workbook exact-model follow-up for Jelco short S-shape arm.,overhang_mm,15,,mm,15mm,parsed,0.9,Exact-model distributor spec.
Jelco,SA 250ST,English Sound Jelco SA-250ST page,https://englishsound.com.ru/cat/306/1578.html,official_distributor_page,official,,English Sound distributor product page for the Jelco SA-250ST.,Workbook exact-model follow-up for Jelco straight arm.,product_lineage,,Static-balance straight-pipe Jelco tonearm with fixed headshell and One Point Cross Suspension System.,,"Радиальный, статически сбалансированный тонарм с прямой ... Модель оснащена жестким несъемным шеллом ... One Point Cross Suspension System",parsed,0.88,Distributor exact-model description and construction details.
Jelco,SA 250ST,English Sound Jelco SA-250ST page,https://englishsound.com.ru/cat/306/1578.html,official_distributor_page,official,,English Sound distributor product page for the Jelco SA-250ST.,Workbook exact-model follow-up for Jelco straight arm.,effective_length_mm,228,,mm,228mm,parsed,0.9,Exact-model distributor spec.
Jelco,SA 250ST,English Sound Jelco SA-250ST page,https://englishsound.com.ru/cat/306/1578.html,official_distributor_page,official,,English Sound distributor product page for the Jelco SA-250ST.,Workbook exact-model follow-up for Jelco straight arm.,mounting_distance_mm,210,,mm,210mm,parsed,0.9,Exact-model distributor spec.
Jelco,SA 250ST,English Sound Jelco SA-250ST page,https://englishsound.com.ru/cat/306/1578.html,official_distributor_page,official,,English Sound distributor product page for the Jelco SA-250ST.,Workbook exact-model follow-up for Jelco straight arm.,overhang_mm,18,,mm,18mm,parsed,0.9,Exact-model distributor spec.
Jelco,SA 750D,English Sound Jelco SA-750D page,https://englishsound.com.ru/cat/306/1576.html,official_distributor_page,official,,English Sound distributor product page for the Jelco SA-750D.,Workbook exact-model follow-up for Jelco oil-damped short S-shape arm.,product_lineage,,Static-balance S-shaped Jelco tonearm with oil damping and removable SME headshell.,,Статически сбалансированный S образный тонарм Jelco SA-750D с жидкостным демпфированием ... массивным съемным SME шеллом,parsed,0.89,Distributor exact-model description.
Jelco,SA 750D,English Sound Jelco SA-750D page,https://englishsound.com.ru/cat/306/1576.html,official_distributor_page,official,,English Sound distributor product page for the Jelco SA-750D.,Workbook exact-model follow-up for Jelco oil-damped short S-shape arm.,effective_length_mm,229,,mm,229mm,parsed,0.9,Exact-model distributor spec.
