manufacturer,model,source_name,source_url,source_type,trust_level,local_snapshot_path,source_notes,model_notes,field_name,value_num,value_text,unit,raw_value_text,status,confidence,field_notes
Acoustic Solid,WTB 313 12-inch,Kronos AV Acoustic Solid 313 12-inch tonearm page,https://www.kronosav.com/products/acoustic-solid-313-12-tonearm,dealer_page,secondary,,Dealer page supplied by user. Rich geometry/spec listing for Acoustic Solid WTB 313 12-inch tonearm.,"User-supplied dealer listing. Not one of current seeded WTB 213 / WTB 370 targets, but useful exact Acoustic Solid model coverage.",arm_type,,radial tonearm,,Construction principle: Radial tonearm,parsed,0.84,
Acoustic Solid,WTB 313 12-inch,Kronos AV Acoustic Solid 313 12-inch tonearm page,https://www.kronosav.com/products/acoustic-solid-313-12-tonearm,dealer_page,secondary,,Dealer page supplied by user. Rich geometry/spec listing for Acoustic Solid WTB 313 12-inch tonearm.,"User-supplied dealer listing. Not one of current seeded WTB 213 / WTB 370 targets, but useful exact Acoustic Solid model coverage.",bearing_system,,Swiss precision steel ball bearings; horizontally and vertically mounted,,horizontally and vertically mounted on Swiss precision steel ball bearings,parsed,0.84,
Acoustic Solid,WTB 313 12-inch,Kronos AV Acoustic Solid 313 12-inch tonearm page,https://www.kronosav.com/products/acoustic-solid-313-12-tonearm,dealer_page,secondary,,Dealer page supplied by user. Rich geometry/spec listing for Acoustic Solid WTB 313 12-inch tonearm.,"User-supplied dealer listing. Not one of current seeded WTB 213 / WTB 370 targets, but useful exact Acoustic Solid model coverage.",bearing_play_adjustment,,fine-adjustable horizontally and vertically,,Bearing play: Fine-adjustable both horizontally and vertically,parsed,0.84,
Acoustic Solid,WTB 313 12-inch,Kronos AV Acoustic Solid 313 12-inch tonearm page,https://www.kronosav.com/products/acoustic-solid-313-12-tonearm,dealer_page,secondary,,Dealer page supplied by user. Rich geometry/spec listing for Acoustic Solid WTB 313 12-inch tonearm.,"User-supplied dealer listing. Not one of current seeded WTB 213 / WTB 370 targets, but useful exact Acoustic Solid model coverage.",offset_angle_deg,17.3,,deg,Offset angle: 17.3°,parsed,0.84,
Acoustic Solid,WTB 313 12-inch,Kronos AV Acoustic Solid 313 12-inch tonearm page,https://www.kronosav.com/products/acoustic-solid-313-12-tonearm,dealer_page,secondary,,Dealer page supplied by user. Rich geometry/spec listing for Acoustic Solid WTB 313 12-inch tonearm.,"User-supplied dealer listing. Not one of current seeded WTB 213 / WTB 370 targets, but useful exact Acoustic Solid model coverage.",cartridge_weight_range_g,,8-25 g,,Pickup weight: 8 – 25g,parsed,0.84,
Acoustic Solid,WTB 313 12-inch,Kronos AV Acoustic Solid 313 12-inch tonearm page,https://www.kronosav.com/products/acoustic-solid-313-12-tonearm,dealer_page,secondary,,Dealer page supplied by user. Rich geometry/spec listing for Acoustic Solid WTB 313 12-inch tonearm.,"User-supplied dealer listing. Not one of current seeded WTB 213 / WTB 370 targets, but useful exact Acoustic Solid model coverage.",mounting_distance_mm,287,,mm,Mounting distance: 287 mm distance between platter axis and tonearm pivot point,parsed,0.84,
Acoustic Solid,WTB 313 12-inch,Kronos AV Acoustic Solid 313 12-inch tonearm page,https://www.kronosav.com/products/acoustic-solid-313-12-tonearm,dealer_page,secondary,,Dealer page supplied by user. Rich geometry/spec listing for Acoustic Solid WTB 313 12-inch tonearm.,"User-supplied dealer listing. Not one of current seeded WTB 213 / WTB 370 targets, but useful exact Acoustic Solid model coverage.",effective_length_mm,302.9,,mm,Effective length: 302.9 mm distance between tonearm pivot point and pickup tip,parsed,0.84,
Acoustic Solid,WTB 313 12-inch,Kronos AV Acoustic Solid 313 12-inch tonearm page,https://www.kronosav.com/products/acoustic-solid-313-12-tonearm,dealer_page,secondary,,Dealer page supplied by user. Rich geometry/spec listing for Acoustic Solid WTB 313 12-inch tonearm.,"User-supplied dealer listing. Not one of current seeded WTB 213 / WTB 370 targets, but useful exact Acoustic Solid model coverage.",overhang_mm,15.9,,mm,Overhang: 15.9 mm distance between pickup tip and platter axis,parsed,0.84,
Acoustic Solid,WTB 313 12-inch,Kronos AV Acoustic Solid 313 12-inch tonearm page,https://www.kronosav.com/products/acoustic-solid-313-12-tonearm,dealer_page,secondary,,Dealer page supplied by user. Rich geometry/spec listing for Acoustic Solid WTB 313 12-inch tonearm.,"User-supplied dealer listing. Not one of current seeded WTB 213 / WTB 370 targets, but useful exact Acoustic Solid model coverage.",signal_cable,,continuous RCA cable; XLR available on request,,"Signal cable: Continuously assembled with RCA plugs without interruption, XLR possible on request",parsed,0.84,
Acoustic Solid,WTB 313 12-inch,Kronos AV Acoustic Solid 313 12-inch tonearm page,https://www.kronosav.com/products/acoustic-solid-313-12-tonearm,dealer_page,secondary,,Dealer page supplied by user. Rich geometry/spec listing for Acoustic Solid WTB 313 12-inch tonearm.,"User-supplied dealer listing. Not one of current seeded WTB 213 / WTB 370 targets, but useful exact Acoustic Solid model coverage.",mount_hole_mm,30,,mm,Tonearm mounting hole: 30 mm,parsed,0.84,
