manufacturer,model,source_name,source_url,source_type,trust_level,local_snapshot_path,source_notes,model_notes,field_name,value_num,value_text,unit,raw_value_text,status,confidence,field_notes
Moerch,UP-4 9-inch,Moerch official specifications,http://www.moerch.dk/spec1.htm,official_page,official,,Official Moerch specifications page covering DP-6 DP-8 and UP-4,UP-4 9 inch variant using shared official geometry.,effective_length_mm,230.0,,mm,9 inch tube: 230 mm,parsed,0.95,
Moerch,UP-4 9-inch,Moerch official specifications,http://www.moerch.dk/spec1.htm,official_page,official,,Official Moerch specifications page covering DP-6 DP-8 and UP-4,UP-4 9 inch variant using shared official geometry.,pivot_to_spindle_mm,212.0,,mm,9 inch tube: 212 mm,parsed,0.95,
Moerch,UP-4 9-inch,Moerch official specifications,http://www.moerch.dk/spec1.htm,official_page,official,,Official Moerch specifications page covering DP-6 DP-8 and UP-4,UP-4 9 inch variant using shared official geometry.,overhang_mm,18.0,,mm,9 inch tube: 18 mm,parsed,0.95,
Moerch,UP-4 9-inch,Moerch official specifications,http://www.moerch.dk/spec1.htm,official_page,official,,Official Moerch specifications page covering DP-6 DP-8 and UP-4,UP-4 9 inch variant using shared official geometry.,offset_angle_deg,24.0,,deg,24 degrees,parsed,0.95,
Moerch,UP-4 9-inch,Moerch official specifications,http://www.moerch.dk/spec1.htm,official_page,official,,Official Moerch specifications page covering DP-6 DP-8 and UP-4,UP-4 9 inch variant using shared official geometry.,null_point_inner_mm,66.0,,mm,0 degrees at 66 mm and 120.9 mm,parsed,0.9,Shared official lateral tracking error spec.
Moerch,UP-4 9-inch,Moerch official specifications,http://www.moerch.dk/spec1.htm,official_page,official,,Official Moerch specifications page covering DP-6 DP-8 and UP-4,UP-4 9 inch variant using shared official geometry.,null_point_outer_mm,120.9,,mm,0 degrees at 66 mm and 120.9 mm,parsed,0.9,Shared official lateral tracking error spec.
Moerch,UP-4 9-inch,Moerch official specifications,http://www.moerch.dk/spec1.htm,official_page,official,,Official Moerch specifications page covering DP-6 DP-8 and UP-4,UP-4 9 inch variant using shared official geometry.,null_points,,66 / 120.9,,66 mm and 120.9 mm,parsed,0.9,Shared official lateral tracking error spec.
Moerch,UP-4 9-inch,Moerch official specifications,http://www.moerch.dk/spec1.htm,official_page,official,,Official Moerch specifications page covering DP-6 DP-8 and UP-4,UP-4 9 inch variant using shared official geometry.,effective_mass_g,,4 / 7.5 / 14,g,Light green 4 g medium red 7.5 g heavy blue 14 g,raw_only,0.9,Mass depends on selected armtube.
Moerch,UP-4 9-inch,Moerch official specifications,http://www.moerch.dk/spec1.htm,official_page,official,,Official Moerch specifications page covering DP-6 DP-8 and UP-4,UP-4 9 inch variant using shared official geometry.,arm_mount,,20 mm hole,,Diameter of hole for mounting arm base: 20 mm,raw_only,0.9,
Moerch,UP-4 12-inch,Moerch official specifications,http://www.moerch.dk/spec1.htm,official_page,official,,Official Moerch specifications page covering DP-6 DP-8 and UP-4,UP-4 12 inch variant using shared official geometry.,effective_length_mm,307.4,,mm,12 inch tube: 307.4 mm,parsed,0.95,
Moerch,UP-4 12-inch,Moerch official specifications,http://www.moerch.dk/spec1.htm,official_page,official,,Official Moerch specifications page covering DP-6 DP-8 and UP-4,UP-4 12 inch variant using shared official geometry.,pivot_to_spindle_mm,294.0,,mm,12 inch tube: 294 mm,parsed,0.95,
Moerch,UP-4 12-inch,Moerch official specifications,http://www.moerch.dk/spec1.htm,official_page,official,,Official Moerch specifications page covering DP-6 DP-8 and UP-4,UP-4 12 inch variant using shared official geometry.,overhang_mm,13.3,,mm,12 inch tube: 13.3 mm,parsed,0.95,
Moerch,UP-4 12-inch,Moerch official specifications,http://www.moerch.dk/spec1.htm,official_page,official,,Official Moerch specifications page covering DP-6 DP-8 and UP-4,UP-4 12 inch variant using shared official geometry.,offset_angle_deg,24.0,,deg,24 degrees,parsed,0.95,
Moerch,UP-4 12-inch,Moerch official specifications,http://www.moerch.dk/spec1.htm,official_page,official,,Official Moerch specifications page covering DP-6 DP-8 and UP-4,UP-4 12 inch variant using shared official geometry.,null_point_inner_mm,66.0,,mm,0 degrees at 66 mm and 120.9 mm,parsed,0.9,Shared official lateral tracking error spec.
Moerch,UP-4 12-inch,Moerch official specifications,http://www.moerch.dk/spec1.htm,official_page,official,,Official Moerch specifications page covering DP-6 DP-8 and UP-4,UP-4 12 inch variant using shared official geometry.,null_point_outer_mm,120.9,,mm,0 degrees at 66 mm and 120.9 mm,parsed,0.9,Shared official lateral tracking error spec.
Moerch,UP-4 12-inch,Moerch official specifications,http://www.moerch.dk/spec1.htm,official_page,official,,Official Moerch specifications page covering DP-6 DP-8 and UP-4,UP-4 12 inch variant using shared official geometry.,null_points,,66 / 120.9,,66 mm and 120.9 mm,parsed,0.9,Shared official lateral tracking error spec.
Moerch,UP-4 12-inch,Moerch official specifications,http://www.moerch.dk/spec1.htm,official_page,official,,Official Moerch specifications page covering DP-6 DP-8 and UP-4,UP-4 12 inch variant using shared official geometry.,effective_mass_g,,4 / 7.5 / 14,g,Light green 4 g medium red 7.5 g heavy blue 14 g,raw_only,0.9,Mass depends on selected armtube.
Moerch,UP-4 12-inch,Moerch official specifications,http://www.moerch.dk/spec1.htm,official_page,official,,Official Moerch specifications page covering DP-6 DP-8 and UP-4,UP-4 12 inch variant using shared official geometry.,arm_mount,,20 mm hole,,Diameter of hole for mounting arm base: 20 mm,raw_only,0.9,
