manufacturer,model,source_name,source_url,source_type,trust_level,local_snapshot_path,source_notes,model_notes,field_name,value_num,value_text,unit,raw_value_text,status,confidence,field_notes
Music Hall,MMF-9.3,Music Hall MMF-9.3 official product page,https://www.musichallaudio.com/products/music-hall-mmf-9-3-turntable,official_page,official,,Geometry values surfaced by official product-page snippet; fetched page confirms full carbon fiber tonearm with adjustable VTA.,Triple-plinth Music Hall turntable package.,effective_length_mm,230.0,,mm,230.0 mm effective length,parsed,0.75,Numeric geometry came from official product-page search snippet.
Music Hall,MMF-9.3,Music Hall MMF-9.3 official product page,https://www.musichallaudio.com/products/music-hall-mmf-9-3-turntable,official_page,official,,Geometry values surfaced by official product-page snippet; fetched page confirms full carbon fiber tonearm with adjustable VTA.,Triple-plinth Music Hall turntable package.,overhang_mm,18.0,,mm,18.0 mm overhang,parsed,0.75,Numeric geometry came from official product-page search snippet.
Music Hall,MMF-9.3,Music Hall MMF-9.3 official product page,https://www.musichallaudio.com/products/music-hall-mmf-9-3-turntable,official_page,official,,Fetched product highlights confirm arm construction.,Triple-plinth Music Hall turntable package.,arm_mount,,Full carbon fiber tonearm / adjustable VTA,,Full carbon fiber tonearm with adjustable VTA,parsed,0.8,Arm-type note from fetched official page.
Music Hall,MMF-7.3,Music Hall MMF-7.3 official product page,https://www.musichallaudio.com/products/music-hall-mmf-7-3-turntable,official_page,official,,Geometry values surfaced by official product-page snippet; fetched page confirms full carbon fiber tonearm.,Dual-plinth Music Hall turntable package.,effective_length_mm,230.0,,mm,230.0 mm effective length,parsed,0.75,Numeric geometry came from official product-page search snippet.
Music Hall,MMF-7.3,Music Hall MMF-7.3 official product page,https://www.musichallaudio.com/products/music-hall-mmf-7-3-turntable,official_page,official,,Geometry values surfaced by official product-page snippet; fetched page confirms full carbon fiber tonearm.,Dual-plinth Music Hall turntable package.,overhang_mm,18.0,,mm,18.0 mm overhang,parsed,0.75,Numeric geometry came from official product-page search snippet.
Music Hall,MMF-7.3,Music Hall MMF-7.3 official product page,https://www.musichallaudio.com/products/music-hall-mmf-7-3-turntable,official_page,official,,Fetched product highlights confirm arm construction and adjustments.,Dual-plinth Music Hall turntable package.,arm_mount,,Full carbon fiber tonearm / adjustable VTA + azimuth,,Full carbon fiber tonearm; adjustable VTA and azimuth,parsed,0.8,Arm-type note from fetched official page.
Music Hall,MMF-5.3,Music Hall MMF-5.3 official product page,https://www.musichallaudio.com/products/music-hall-mmf-5-3-turntable,official_page,official,,Geometry values surfaced by official product-page snippet; fetched page confirms 9 inch carbon fiber tonearm.,Dual-plinth Music Hall turntable package.,effective_length_mm,230.0,,mm,230.0 mm effective length,parsed,0.8,Official page states 9 inch carbon fiber tonearm; numeric effective length from official snippet.
Music Hall,MMF-5.3,Music Hall MMF-5.3 official product page,https://www.musichallaudio.com/products/music-hall-mmf-5-3-turntable,official_page,official,,Geometry values surfaced by official product-page snippet; fetched page confirms 9 inch carbon fiber tonearm.,Dual-plinth Music Hall turntable package.,overhang_mm,18.0,,mm,18.0 mm overhang,parsed,0.75,Numeric geometry came from official product-page search snippet.
Music Hall,MMF-5.3,Music Hall MMF-5.3 official product page,https://www.musichallaudio.com/products/music-hall-mmf-5-3-turntable,official_page,official,,Fetched product highlights confirm arm construction.,Dual-plinth Music Hall turntable package.,arm_mount,,9 inch carbon fiber tonearm / adjustable VTA + azimuth,,Top tier 9 inch carbon fiber tonearm; adjustable VTA and azimuth,parsed,0.85,Arm-type note from fetched official page.
Music Hall,MMF-3.3,Music Hall MMF-3.3 official product page,https://www.musichallaudio.com/products/music-hall-mmf-3-3-turntable,official_page,official,,Geometry values surfaced by official product-page snippet; fetched page confirms custom carbon fiber tonearm with alloy headshell.,Dual-plinth Music Hall turntable package.,effective_length_mm,218.5,,mm,218.5 mm effective length,parsed,0.75,Numeric geometry came from official product-page search snippet.
Music Hall,MMF-3.3,Music Hall MMF-3.3 official product page,https://www.musichallaudio.com/products/music-hall-mmf-3-3-turntable,official_page,official,,Geometry values surfaced by official product-page snippet; fetched page confirms custom carbon fiber tonearm with alloy headshell.,Dual-plinth Music Hall turntable package.,overhang_mm,18.5,,mm,18.5 mm overhang,parsed,0.75,Numeric geometry came from official product-page search snippet.
Music Hall,MMF-3.3,Music Hall MMF-3.3 official product page,https://www.musichallaudio.com/products/music-hall-mmf-3-3-turntable,official_page,official,,Fetched product highlights confirm arm construction.,Dual-plinth Music Hall turntable package.,arm_mount,,Custom carbon fiber tonearm with alloy headshell,,Custom carbon fiber tonearm with alloy headshell,parsed,0.85,Arm-type note from fetched official page.
Music Hall,MMF-2.3,Music Hall MMF-2.3 official product page,https://www.musichallaudio.com/products/music-hall-mmf-2-3-series-turntable,official_page,official,,Geometry values surfaced by official product-page snippet; fetched page confirms carbon fiber tonearm.,Entry Music Hall turntable package.,effective_length_mm,218.5,,mm,218.5 mm effective length,parsed,0.75,Numeric geometry came from official product-page search snippet.
Music Hall,MMF-2.3,Music Hall MMF-2.3 official product page,https://www.musichallaudio.com/products/music-hall-mmf-2-3-series-turntable,official_page,official,,Geometry values surfaced by official product-page snippet; fetched page confirms carbon fiber tonearm.,Entry Music Hall turntable package.,overhang_mm,18.5,,mm,18.5 mm overhang,parsed,0.75,Numeric geometry came from official product-page search snippet.
Music Hall,MMF-2.3,Music Hall MMF-2.3 official product page,https://www.musichallaudio.com/products/music-hall-mmf-2-3-series-turntable,official_page,official,,Fetched product highlights confirm arm construction.,Entry Music Hall turntable package.,arm_mount,,Carbon fiber tonearm / fully adjustable gimbal bearing assembly,,"Carbon fiber tonearm; fully adjustable tonearm, gimbal bearing assembly",parsed,0.8,Arm-type note from fetched official page.
