manufacturer,model,source_name,source_url,source_type,trust_level,local_snapshot_path,source_notes,model_notes,field_name,value_num,value_text,unit,raw_value_text,status,confidence,field_notes
J.Sikora,KV12 VTA,J.Sikora tonearms official page,https://jsikora.eu/tonearms/,official_page,official,,Official J.Sikora tonearms page with KV12 technical summary embedded in page content.,Official J.Sikora KV12 Kevlar unipivot tonearm.,arm_type,,unipivot,,Bearing type: unipivot,parsed,0.9,
J.Sikora,KV12 VTA,J.Sikora tonearms official page,https://jsikora.eu/tonearms/,official_page,official,,Official J.Sikora tonearms page with KV12 technical summary embedded in page content.,Official J.Sikora KV12 Kevlar unipivot tonearm.,arm_tube_material,,conical Kevlar tube,,Tube: conical (Kevlar®),parsed,0.9,
J.Sikora,KV12 VTA,J.Sikora tonearms official page,https://jsikora.eu/tonearms/,official_page,official,,Official J.Sikora tonearms page with KV12 technical summary embedded in page content.,Official J.Sikora KV12 Kevlar unipivot tonearm.,effective_length_mm,228.6,,mm,"Effective lenght: 228,6 mm",parsed,0.9,
J.Sikora,KV12 VTA,J.Sikora tonearms official page,https://jsikora.eu/tonearms/,official_page,official,,Official J.Sikora tonearms page with KV12 technical summary embedded in page content.,Official J.Sikora KV12 Kevlar unipivot tonearm.,mounting_distance_mm,212.0,,mm,Mounting distance: 212mm,parsed,0.9,
J.Sikora,KV12 VTA,J.Sikora tonearms official page,https://jsikora.eu/tonearms/,official_page,official,,Official J.Sikora tonearms page with KV12 technical summary embedded in page content.,Official J.Sikora KV12 Kevlar unipivot tonearm.,effective_mass_g,11.2,,g,"Effective mass: 11,2 g",parsed,0.9,
J.Sikora,KV12 VTA,J.Sikora tonearms official page,https://jsikora.eu/tonearms/,official_page,official,,Official J.Sikora tonearms page with KV12 technical summary embedded in page content.,Official J.Sikora KV12 Kevlar unipivot tonearm.,oil_damping,,yes,,Oil damping: yes,parsed,0.9,
J.Sikora,KV12 VTA,J.Sikora tonearms official page,https://jsikora.eu/tonearms/,official_page,official,,Official J.Sikora tonearms page with KV12 technical summary embedded in page content.,Official J.Sikora KV12 Kevlar unipivot tonearm.,vta_adjustment,,yes,,VTA adjustment: yes,parsed,0.9,
J.Sikora,KV12 VTA,J.Sikora tonearms official page,https://jsikora.eu/tonearms/,official_page,official,,Official J.Sikora tonearms page with KV12 technical summary embedded in page content.,Official J.Sikora KV12 Kevlar unipivot tonearm.,azimuth_adjustment,,yes,,Azimuth: yes,parsed,0.9,
Vertere Acoustics,Super Groove Precision Tonearm,Vertere official tonearm page,https://www.vertereacoustics.com/super-groove-precision-tonearm,official_page,official,,Official Vertere SG-1-related tonearm product page.,Current Vertere Super Groove precision tonearm.,bearing_system,,Tri-Point Articulated Bearing (TPA),,Tri-Point Articulated Bearing (TPA),parsed,0.9,
Vertere Acoustics,Super Groove Precision Tonearm,Vertere official tonearm page,https://www.vertereacoustics.com/super-groove-precision-tonearm,official_page,official,,Official Vertere SG-1-related tonearm product page.,Current Vertere Super Groove precision tonearm.,arm_tube_material,,Carbon Fibre Arm Tube with Aluminium Alloy Headshell,,Carbon Fibre Arm Tube with Aluminium Alloy Headshell,parsed,0.9,
