manufacturer,model,source_name,source_url,source_type,trust_level,local_snapshot_path,source_notes,model_notes,field_name,value_num,value_text,unit,raw_value_text,status,confidence,field_notes
Korf,TA-SF9,Korf TA-SF9 official product page,https://korfaudio.com/ta-sf9,official_page,official,,Official Korf product page/web specs,Pivoting 9 inch gimbal tonearm with fixed headshell.,effective_length_mm,229.0,,mm,229 mm,parsed,0.95,
Korf,TA-SF9,Korf TA-SF9 official product page,https://korfaudio.com/ta-sf9,official_page,official,,Official Korf product page/web specs,Pivoting 9 inch gimbal tonearm with fixed headshell.,mounting_distance_mm,214.0,,mm,214 mm,parsed,0.95,
Korf,TA-SF9,Korf TA-SF9 official product page,https://korfaudio.com/ta-sf9,official_page,official,,Official Korf product page/web specs,Pivoting 9 inch gimbal tonearm with fixed headshell.,overhang_mm,15.0,,mm,Derived from 229 mm effective length and 214 mm pivot to spindle distance,derived,0.9,
Korf,TA-SF9,Korf TA-SF9 official product page,https://korfaudio.com/ta-sf9,official_page,official,,Official Korf product page/web specs,Pivoting 9 inch gimbal tonearm with fixed headshell.,offset_angle_deg,22.0,,deg,22 degrees,parsed,0.95,
Korf,TA-SF9,Korf TA-SF9 official product page,https://korfaudio.com/ta-sf9,official_page,official,,Official Korf product page/web specs,Pivoting 9 inch gimbal tonearm with fixed headshell.,effective_mass_g,19.0,,g,19 g,parsed,0.95,
Korf,TA-SF9,Korf TA-SF9 official product page,https://korfaudio.com/ta-sf9,official_page,official,,Official Korf product page/web specs,Pivoting 9 inch gimbal tonearm with fixed headshell.,arm_mount,,JIS/Linn-type or SME-type clamping base,,JIS/Linn-type mount or SME-type mount,parsed,0.85,
Korf,TA-SF11R,Korf TA-SF11R official product page,https://korfaudio.com/ta-sf11r,official_page,official,,Official Korf product page/web specs,Pivoting 11 inch gimbal tonearm with removable headshell.,effective_length_mm,278.0,,mm,278 mm,parsed,0.95,
Korf,TA-SF11R,Korf TA-SF11R official product page,https://korfaudio.com/ta-sf11r,official_page,official,,Official Korf product page/web specs,Pivoting 11 inch gimbal tonearm with removable headshell.,mounting_distance_mm,265.0,,mm,265 mm,parsed,0.95,
Korf,TA-SF11R,Korf TA-SF11R official product page,https://korfaudio.com/ta-sf11r,official_page,official,,Official Korf product page/web specs,Pivoting 11 inch gimbal tonearm with removable headshell.,overhang_mm,13.0,,mm,Derived from 278 mm effective length and 265 mm pivot to spindle distance,derived,0.9,
Korf,TA-SF11R,Korf TA-SF11R official product page,https://korfaudio.com/ta-sf11r,official_page,official,,Official Korf product page/web specs,Pivoting 11 inch gimbal tonearm with removable headshell.,offset_angle_deg,19.0,,deg,19 degrees,parsed,0.95,
Korf,TA-SF11R,Korf TA-SF11R official product page,https://korfaudio.com/ta-sf11r,official_page,official,,Official Korf product page/web specs,Pivoting 11 inch gimbal tonearm with removable headshell.,effective_mass_g,,19 g without headshell / 29 g with HS-A02,g,19 g without headshell / 29 g with HS-A02,raw_only,0.9,Effective mass depends on installed headshell.
Korf,TA-SF11R,Korf TA-SF11R official product page,https://korfaudio.com/ta-sf11r,official_page,official,,Official Korf product page/web specs,Pivoting 11 inch gimbal tonearm with removable headshell.,arm_mount,,JIS/Linn-type or SME-type clamping base,,JIS/Linn-type mount or SME-type mount,parsed,0.85,
AMG,9W2,AMG 9W2 official product page,https://analog-manufaktur-germany.de/en/tonearms/9w2/,official_page,official,,Official AMG 9W2 product page,,effective_length_mm,229.0,,mm,229 mm,parsed,0.95,
AMG,9W2,AMG 9W2 official product page,https://analog-manufaktur-germany.de/en/tonearms/9w2/,official_page,official,,Official AMG 9W2 product page,,mounting_distance_mm,211.0,,mm,211 mm,parsed,0.95,
AMG,9W2,AMG 9W2 official product page,https://analog-manufaktur-germany.de/en/tonearms/9w2/,official_page,official,,Official AMG 9W2 product page,,overhang_mm,18.1,,mm,18.1 mm,parsed,0.95,
AMG,9W2,AMG 9W2 official product page,https://analog-manufaktur-germany.de/en/tonearms/9w2/,official_page,official,,Official AMG 9W2 product page,,offset_angle_deg,24.07,,deg,24.07 degrees,parsed,0.95,
AMG,9W2,AMG 9W2 official product page,https://analog-manufaktur-germany.de/en/tonearms/9w2/,official_page,official,,Official AMG 9W2 product page,,effective_mass_g,9.1,,g,9.1 g,parsed,0.95,
AMG,9W2,AMG 9W2 official product page,https://analog-manufaktur-germany.de/en/tonearms/9w2/,official_page,official,,Official AMG 9W2 product page,,null_points,,66.04 / 120.9,,66.04 mm / 120.9 mm,parsed,0.95,
