manufacturer,model,source_name,source_url,source_type,trust_level,local_snapshot_path,source_notes,model_notes,field_name,value_num,value_text,unit,raw_value_text,status,confidence,field_notes
Audio-Technica,AT-1001/1005II/1007/1009,Audio-Technica tonearm brochure scan (AT-1001/1005II/1007/AT-1500 series),file:///Users/mamsterla/projects/wallyanalyzer/tmp_at_imgs/AT_ad.jpg,official_brochure,official,tmp_at_imgs/AT_ad.jpg,"Local scan of period Audio-Technica brochure or advertisement page showing AT-1007, AT-1005 II, AT-1001, and AT-1500 series with Audio-Technica branding and model pricing.",Official family support for grouped AT-1000 row.,product_lineage,,"Official Audio-Technica brochure scan documents AT-1001, AT-1005 II, and AT-1007 within the grouped AT-1000 family row; AT-1009 is supported by a separate official local brochure scan.",,AT-1001 / AT-1005 II / AT-1007 family page,parsed,0.75,Used as official brochure support for grouped family row without changing grouped geometry.
Audio-Technica,AT-1005 II,Audio-Technica AT-1005 II brochure scan,file:///Users/mamsterla/projects/wallyanalyzer/tmp_at_imgs/AT1005II.jpg,official_brochure,official,tmp_at_imgs/AT1005II.jpg,Local scan of period Audio-Technica AT-1005 II brochure page with photo and specs.,Exact official brochure support for AT-1005 II.,product_lineage,,"Official Audio-Technica brochure scan identifies AT-1005 II as a standard arm with 240 mm length, 15 mm adjustable overhang, and 22 degree offset.",,AT-1005 II brochure page,parsed,0.8,Exact local official brochure scan.
Audio-Technica,AT-1007,Audio-Technica AT-1007 brochure scan,file:///Users/mamsterla/projects/wallyanalyzer/tmp_at_imgs/AT1007.jpg,official_brochure,official,tmp_at_imgs/AT1007.jpg,Local scan of period Audio-Technica AT-1007 brochure page with photo and specs.,Exact official brochure support for AT-1007.,product_lineage,,"Official Audio-Technica brochure scan identifies AT-1007 as a tapered-pipe arm with 240 mm length, 15 mm adjustable overhang, and 22 degree offset.",,AT-1007 brochure page,parsed,0.8,Exact local official brochure scan.
Audio-Technica,AT-1009,Audio-Technica AT-1009 brochure scan,file:///Users/mamsterla/projects/wallyanalyzer/tmp_at_imgs/AT1009.jpg,official_brochure,official,tmp_at_imgs/AT1009.jpg,Local scan of period Audio-Technica AT-1009 brochure page with photo and specs.,Exact official brochure support for AT-1009.,product_lineage,,"Official Audio-Technica brochure scan identifies AT-1009 with hydraulic cueing, 240 mm length, 15 mm adjustable overhang, and 21.5 degree offset.",,AT-1009 brochure page,parsed,0.8,Exact local official brochure scan.
Audio-Technica,AT-1100,Audio-Technica AT-1100 brochure scan,file:///Users/mamsterla/projects/wallyanalyzer/tmp_at_imgs/AT1100.jpg,official_brochure,official,tmp_at_imgs/AT1100.jpg,Local scan of period Audio-Technica AT-1100 brochure page with photo and specs.,Exact official brochure support for AT-1100.,product_lineage,,"Official Audio-Technica brochure scan identifies AT-1100 as a DTS-point tonearm with 240 mm length, 15 mm adjustable overhang, and 21.5 degree offset.",,AT-1100 brochure page,parsed,0.8,Exact local official brochure scan.
Audio-Technica,AT-1100/1010/1120,Audio-Technica AT-1100 brochure scan,file:///Users/mamsterla/projects/wallyanalyzer/tmp_at_imgs/AT1100.jpg,official_brochure,official,tmp_at_imgs/AT1100.jpg,Local scan of period Audio-Technica AT-1100 brochure page with photo and specs.,Official family support for grouped straight-arm DTS family row.,product_lineage,,"Grouped straight-arm family row includes AT-1100, documented in an official Audio-Technica brochure scan as a DTS-point tonearm.",,AT-1100 brochure page,parsed,0.7,Official support for one member of grouped AT-1100/1010/1120 row.
Audio-Technica,AT-1100/1010/1120,Vinyl Engine Audio Technica AT-1010 library,https://www.vinylengine.com/library/audio-technica/at-1010.shtml,manual_mirror,official,,Vinyl Engine library entry for Audio-Technica AT-1010; library page indicates archived original documentation but is currently bot-gated.,Official mirrored-library support for grouped straight-arm DTS family row.,product_lineage,,"Grouped straight-arm family row includes AT-1010, documented by mirrored legacy library support for original Audio-Technica documentation.",,AT-1010 library entry,parsed,0.65,Used as official-manual support via mirrored library index.
Audio-Technica,AT-1100/1010/1120,Vinyl Engine Audio Technica AT-1120 library,https://www.vinylengine.com/library/audio-technica/at-1120.shtml,manual_mirror,official,,Vinyl Engine library entry for Audio-Technica AT-1120; library page indicates archived original documentation but is currently bot-gated.,Official mirrored-library support for grouped straight-arm DTS family row.,product_lineage,,"Grouped straight-arm family row includes AT-1120, documented by mirrored legacy library support for original Audio-Technica documentation.",,AT-1120 library entry,parsed,0.65,Used as official-manual support via mirrored library index.
Audio-Technica,AT-1501,Audio-Technica tonearm brochure scan (AT-1001/1005II/1007/AT-1500 series),file:///Users/mamsterla/projects/wallyanalyzer/tmp_at_imgs/AT_ad.jpg,official_brochure,official,tmp_at_imgs/AT_ad.jpg,"Local scan of period Audio-Technica brochure or advertisement page showing AT-1007, AT-1005 II, AT-1001, and AT-1500 series with Audio-Technica branding and model pricing.",Exact official brochure support for AT-1501.,product_lineage,,Official Audio-Technica brochure scan identifies AT-1501 as the 40 cm member of the AT-1500 pro transcription arm series.,,AT-1501 listed in AT-1500 series brochure page,parsed,0.75,Official family page names exact model.
Audio-Technica,AT-1501II,Audio-Technica tonearm brochure scan (AT-1001/1005II/1007/AT-1500 series),file:///Users/mamsterla/projects/wallyanalyzer/tmp_at_imgs/AT_ad.jpg,official_brochure,official,tmp_at_imgs/AT_ad.jpg,"Local scan of period Audio-Technica brochure or advertisement page showing AT-1007, AT-1005 II, AT-1001, and AT-1500 series with Audio-Technica branding and model pricing.",Official family support for AT-1501II row.,product_lineage,,AT-1501II belongs to the long-running AT-1500 transcription family documented by the official Audio-Technica brochure scan naming AT-1501 as the 40 cm family member.,,AT-1501 family brochure page,parsed,0.65,Conservative family-lineage support for later AT-1501II row.
Audio-Technica,"AT-1501III, IV",Audio-Technica tonearm brochure scan (AT-1001/1005II/1007/AT-1500 series),file:///Users/mamsterla/projects/wallyanalyzer/tmp_at_imgs/AT_ad.jpg,official_brochure,official,tmp_at_imgs/AT_ad.jpg,"Local scan of period Audio-Technica brochure or advertisement page showing AT-1007, AT-1005 II, AT-1001, and AT-1500 series with Audio-Technica branding and model pricing.",Official family support for later AT-1501 variants.,product_lineage,,AT-1501III and AT-1501IV continue the long-arm AT-1500 transcription family documented by the official Audio-Technica brochure scan naming AT-1501 as the 40 cm family member.,,AT-1501 family brochure page,parsed,0.65,Conservative family-lineage support for later AT-1501 variants.
