manufacturer,model,source_name,source_url,source_type,trust_level,local_snapshot_path,source_notes,model_notes,field_name,value_num,value_text,unit,raw_value_text,status,confidence,field_notes
Alphason,Opal/Delta/Xenon/HR100S,About Us - Alphason Audio,https://alphasonaudio.com/about-us/,official_page,official,,Official Alphason history page describing the HR-100S as the company's pioneering reference tonearm and noting ongoing service support for Alphason tonearms including Opal and Delta.,Official family-lineage support for grouped Alphason tonearm row.,product_lineage,,Alphason official history identifies the HR-100S as the landmark Alphason tonearm and confirms continuing support for the broader Alphason tonearm family including Opal and Delta derivatives.,,Alphason about-us tonearm history,parsed,0.75,Official family support for grouped row.
Alphason,Opal/Delta/Xenon/HR100S,Alphason Designs Xenon Gimbal Bearing Tonearm Manual,https://www.vinylengine.com/library/alphason-designs/xenon.shtml,manual_mirror,official,,Vinyl Engine mirrored original manual/library page for Alphason Xenon.,Mirrored original-manual support for one of the grouped Alphason models.,product_lineage,,"The grouped Alphason row includes Xenon, which is documented by mirrored original-manual support in the Vinyl Engine library.",,Alphason Xenon manual page,parsed,0.75,Manual-mirror support inside grouped row.
AudioQuest,PT-6/7/8/9,Audioquest PT6 Japanese Manufactured Tonearm Manual,https://www.vinylengine.com/library/audioquest/pt6.shtml,manual_mirror,official,,Vinyl Engine mirrored original manual/library page for AudioQuest PT6.,Mirrored original-manual support for grouped PT family.,product_lineage,,AudioQuest PT-6 is documented by mirrored original-manual support and belongs to the grouped PT-6/7/8/9 family row.,,AudioQuest PT6 manual page,parsed,0.75,Manual-mirror support for grouped row.
AudioQuest,PT-6/7/8/9,Audioquest PT7 High Quality Japanese Made Tonearm Manual,https://www.vinylengine.com/library/audioquest/pt7.shtml,manual_mirror,official,,Vinyl Engine mirrored original manual/library page for AudioQuest PT7.,Mirrored original-manual support for grouped PT family.,product_lineage,,AudioQuest PT-7 is documented by mirrored original-manual support and shares the same grouped PT family row.,,AudioQuest PT7 manual page,parsed,0.75,Manual-mirror support for grouped row.
AudioQuest,PT-6/7/8/9,AUDIOQUEST PT-9 EXTREME USER MANUAL,https://www.manualslib.com/manual/1560530/Audioquest-Pt-9-Extreme.html,manual_mirror,official,,ManualsLib mirrored original PT-9 manual including PT-6/7/8/9 base plate and tonearm template references.,Mirrored original-manual support for grouped PT family including PT-8/9 lineage.,product_lineage,,"The AudioQuest PT-9 manual explicitly references the PT-6/7/8/9 base plate and template, supporting the grouped PT family row.",,PT-9 manual references PT-6/7/8/9 base plate,parsed,0.8,Manual-mirror family support covering PT-8 and PT-9 lineage.
Empire,980 & 990,Empire 980 Stereo Wired Pick-up Arm Manual,https://www.vinylengine.com/library/empire/980.shtml,manual_mirror,official,,Vinyl Engine mirrored original manual/library page for Empire 980.,Mirrored original-manual support for grouped Empire 980/990 row.,product_lineage,,Empire 980 is documented by mirrored original-manual support and provides official family-lineage support for the grouped Empire 980 and 990 row.,,Empire 980 manual page,parsed,0.7,Official family-lineage support for grouped row.
Infinity,Black Widow,Infinity Black Widow Low-Mass Pivoted Tonearm Manual,https://www.vinylengine.com/library/infinity/black-widow.shtml,manual_mirror,official,,Vinyl Engine mirrored original manual/library page for Infinity Black Widow.,Exact mirrored original-manual support for Black Widow.,product_lineage,,Infinity Black Widow is documented by mirrored original-manual support as the low-mass carbon-fibre Infinity tonearm.,,Infinity Black Widow manual page,parsed,0.8,Manual-mirror support for exact model.
Linn,Akito/Basik/Ittok/Ekos,Template:Menu:Tonearms - LinnDocs,https://docs.linn.co.uk/wiki/index.php/Template:Menu:Tonearms,official_page,official,,"Official LinnDocs tonearm navigation page listing Basik, Akito, Ekos, and Ittok product information pages.",Official grouped-lineup support for Linn tonearm family row.,product_lineage,,"Official Linn documentation lists Basik, Akito, Ekos, and Ittok as distinct Linn tonearm product lines within the company tonearm range.",,LinnDocs tonearm menu,parsed,0.85,Official grouped-family support.
Linn,Akito/Basik/Ittok/Ekos,ITTOKTONEARM.PDF,https://docs.linn.co.uk/wiki/images/3/36/Ittok_info.pdf,official_pdf,official,,Official LinnDocs PDF information sheet for Linn Ittok tonearm.,Exact official support for one member of grouped Linn tonearm row.,product_lineage,,"Linn Ittok is documented by an official Linn information sheet, strengthening official support for the grouped Akito/Basik/Ittok/Ekos row.",,Linn Ittok info PDF,parsed,0.8,Official exact-model support inside grouped row.
Magnepan,Unitrac-1,Magnepan Unitrac 1 UnDamped Radial Uni-Pivot Tonearm Manual,https://www.vinylengine.com/library/magnepan/unitrac-1.shtml,manual_mirror,official,,Vinyl Engine mirrored original manual/library page for Magnepan Unitrac 1.,Exact mirrored original-manual support for Unitrac-1.,product_lineage,,Magnepan Unitrac-1 is documented by mirrored original-manual support as the Magnepan carbon-fibre unipivot tonearm.,,Magnepan Unitrac-1 manual page,parsed,0.8,Manual-mirror support for exact model.
