manufacturer,model,source_name,source_url,source_type,trust_level,local_snapshot_path,source_notes,model_notes,field_name,value_num,value_text,unit,raw_value_text,status,confidence,field_notes
Origin Live,Agile,Origin Live Agile official page,https://www.originlive.com/hi-fi/tonearm/high-end-agile-tonearm/,official_page,official,,Official Origin Live product page for the Agile tonearm.,Workbook exact-model follow-up from official Origin Live pages.,product_lineage,,The Agile tonearm comes from an ambitious undertaking: to create a high end tonearm which improves on all that came before it.,,The Agile tonearm comes from an ambitious undertaking: to create a high end tonearm which improves on all that came before it.,parsed,0.88,Exact-model official page support.
Origin Live,Agile,Origin Live tonearm overview page,https://www.originlive.com/hi-fi/tonearm/,official_page,official,,Official Origin Live tonearm overview page describing product ranges and listed models.,Workbook exact-model follow-up from official Origin Live pages.,product_family,,High-End Tonearms,,The High-End Range combines advanced engineering with design research that goes much deeper than most other manufacturers.,parsed,0.8,Official range classification from overview page.
Origin Live,Encounter,Origin Live Encounter official page,https://www.originlive.com/hi-fi/tonearm/dual-pivot-tonearm-encounter/,official_page,official,,Official Origin Live product page for the Encounter tonearm.,Workbook exact-model follow-up from official Origin Live pages.,product_lineage,,The Encounter arm introduces dual-pivot bearings to the Origin Live tonearm range.,,The Encounter arm introduces dual-pivot bearings to the Origin Live tonearm range.,parsed,0.88,Exact-model official page support.
Origin Live,Encounter,Origin Live tonearm overview page,https://www.originlive.com/hi-fi/tonearm/,official_page,official,,Official Origin Live tonearm overview page describing product ranges and listed models.,Workbook exact-model follow-up from official Origin Live pages.,product_family,,Premium Tonearms,,"The premium range includes transformative features like our arm tubes, built from multiple layers to improve stiffness, energy transmission and damping. They also employ dual-pivot bearings to reduce friction and improve de-coupling.",parsed,0.8,Official range classification from overview page.
Origin Live,Illustrious,Origin Live Illustrious official page,https://www.originlive.com/hi-fi/tonearm/tracking-tonearm-illustrious/,official_page,official,,Official Origin Live product page for the Illustrious tonearm.,Workbook exact-model follow-up from official Origin Live pages.,product_lineage,,Official Origin Live Illustrious tonearm product page.,,Official Origin Live Illustrious tonearm product page.,parsed,0.88,Exact-model official page support.
Origin Live,Illustrious,Origin Live tonearm overview page,https://www.originlive.com/hi-fi/tonearm/,official_page,official,,Official Origin Live tonearm overview page describing product ranges and listed models.,Workbook exact-model follow-up from official Origin Live pages.,product_family,,Premium Tonearms,,"The premium range includes transformative features like our arm tubes, built from multiple layers to improve stiffness, energy transmission and damping. They also employ dual-pivot bearings to reduce friction and improve de-coupling.",parsed,0.8,Official range classification from overview page.
Origin Live,Conqueror,Origin Live Conqueror official page,https://www.originlive.com/hi-fi/tonearm/award-winning-tonearm-conqueror/,official_page,official,,Official Origin Live product page for the Conqueror tonearm.,Workbook exact-model follow-up from official Origin Live pages.,product_lineage,,Official Origin Live Conqueror tonearm product page.,,Official Origin Live Conqueror tonearm product page.,parsed,0.88,Exact-model official page support.
Origin Live,Conqueror,Origin Live tonearm overview page,https://www.originlive.com/hi-fi/tonearm/,official_page,official,,Official Origin Live tonearm overview page describing product ranges and listed models.,Workbook exact-model follow-up from official Origin Live pages.,product_family,,Premium Tonearms,,"The premium range includes transformative features like our arm tubes, built from multiple layers to improve stiffness, energy transmission and damping. They also employ dual-pivot bearings to reduce friction and improve de-coupling.",parsed,0.8,Official range classification from overview page.
Origin Live,Enterprise,Origin Live Enterprise official page,https://www.originlive.com/hi-fi/tonearm/high-end-tonearm-enterprise/,official_page,official,,Official Origin Live product page for the Enterprise tonearm.,Workbook exact-model follow-up from official Origin Live pages.,product_lineage,,Official Origin Live Enterprise tonearm product page.,,Official Origin Live Enterprise tonearm product page.,parsed,0.88,Exact-model official page support.
Origin Live,Enterprise,Origin Live tonearm overview page,https://www.originlive.com/hi-fi/tonearm/,official_page,official,,Official Origin Live tonearm overview page describing product ranges and listed models.,Workbook exact-model follow-up from official Origin Live pages.,product_family,,High-End Tonearms,,The High-End Range combines advanced engineering with design research that goes much deeper than most other manufacturers.,parsed,0.8,Official range classification from overview page.
Origin Live,Renown,Origin Live Renown official page,https://www.originlive.com/hi-fi/tonearm/renown-tonearm/,official_page,official,,Official Origin Live product page for the Renown tonearm.,Workbook exact-model follow-up from official Origin Live pages.,product_lineage,,Official Origin Live Renown tonearm product page.,,Official Origin Live Renown tonearm product page.,parsed,0.88,Exact-model official page support.
Origin Live,Renown,Origin Live tonearm overview page,https://www.originlive.com/hi-fi/tonearm/,official_page,official,,Official Origin Live tonearm overview page describing product ranges and listed models.,Workbook exact-model follow-up from official Origin Live pages.,product_family,,High-End Tonearms,,The High-End Range combines advanced engineering with design research that goes much deeper than most other manufacturers.,parsed,0.8,Official range classification from overview page.
