manufacturer,model,source_name,source_url,source_type,trust_level,local_snapshot_path,source_notes,model_notes,field_name,value_num,value_text,unit,raw_value_text,status,confidence,field_notes
Origin Live,Conquerer,Origin Live Conqueror official page,https://www.originlive.com/hi-fi/tonearm/award-winning-tonearm-conqueror/,official_page,official,,Official Origin Live product page uses spelling Conqueror.,Workbook target spelling variant of official Origin Live Conqueror model.,product_lineage,,Official Origin Live Conqueror tonearm product page; workbook spells target as Conquerer.,,Award-Winning Conqueror Tonearm | Origin Live Award Winning Hi-Fi,parsed,0.87,Exact target closure using official page despite workbook spelling variant.
Origin Live,Conquerer,Origin Live tonearm overview page,https://www.originlive.com/hi-fi/tonearm/,official_page,official,,Official Origin Live overview page listing Conqueror within premium range.,Workbook target spelling variant of official Origin Live Conqueror model.,product_family,,Premium Tonearms,,"The premium range includes transformative features like our arm tubes, built from multiple layers to improve stiffness, energy transmission and damping. They also employ dual-pivot bearings to reduce friction and improve de-coupling.",parsed,0.8,Official family support for spelling variant target.
Origin Live,"9""",Origin Live tonearm overview page,https://www.originlive.com/hi-fi/tonearm/,official_page,official,,Official Origin Live tonearm overview and fitting page listing supported arm lengths.,Workbook target is a generic Origin Live arm-length option.,product_lineage,,official Linn-geometry Origin Live arm length option.,,9-inch length (229mm) with Linn effective arm length and geometry with base mount to fit your existing Linn armboard.,parsed,0.85,Official length-option support.
Origin Live,"9""",Origin Live tonearm overview page,https://www.originlive.com/hi-fi/tonearm/,official_page,official,,Official Origin Live tonearm overview and fitting page listing supported arm lengths.,Workbook target is a generic Origin Live arm-length option.,effective_length_mm,229,,mm,9-inch length (229mm) with Linn effective arm length and geometry with base mount to fit your existing Linn armboard.,parsed,0.82,Official length-option geometry.
Origin Live,"9.5""",Origin Live tonearm overview page,https://www.originlive.com/hi-fi/tonearm/,official_page,official,,Official Origin Live tonearm overview and fitting page listing supported arm lengths.,Workbook target is a generic Origin Live arm-length option.,product_lineage,,official standard Origin Live arm length option.,,Our Standard arms are 9.5 inches (240mm) effective in length.,parsed,0.85,Official length-option support.
Origin Live,"9.5""",Origin Live tonearm overview page,https://www.originlive.com/hi-fi/tonearm/,official_page,official,,Official Origin Live tonearm overview and fitting page listing supported arm lengths.,Workbook target is a generic Origin Live arm-length option.,effective_length_mm,240,,mm,Our Standard arms are 9.5 inches (240mm) effective in length.,parsed,0.82,Official length-option geometry.
Origin Live,"10""",Origin Live tonearm overview page,https://www.originlive.com/hi-fi/tonearm/,official_page,official,,Official Origin Live tonearm overview and fitting page listing supported arm lengths.,Workbook target is a generic Origin Live arm-length option.,product_lineage,,official 10-inch Origin Live arm length option.,,10-inch arm length option (will not fit Origin Live decks),parsed,0.85,Official length-option support.
Origin Live,"12""",Origin Live tonearm overview page,https://www.originlive.com/hi-fi/tonearm/,official_page,official,,Official Origin Live tonearm overview and fitting page listing supported arm lengths.,Workbook target is a generic Origin Live arm-length option.,product_lineage,,official 12-inch Origin Live arm length option.,,12-inch arm length option (fits Origin Live decks),parsed,0.85,Official length-option support.
Origin Live,"12""",Origin Live tonearm overview page,https://www.originlive.com/hi-fi/tonearm/,official_page,official,,Official Origin Live tonearm overview and fitting page listing supported arm lengths.,Workbook target is a generic Origin Live arm-length option.,effective_length_mm,309,,mm,12-inch arm length option (fits Origin Live decks),parsed,0.82,Official length-option geometry.
Origin Live,"12""",Origin Live tonearm overview page,https://www.originlive.com/hi-fi/tonearm/,official_page,official,,Official Origin Live tonearm overview and fitting page listing supported arm lengths.,Workbook target is a generic Origin Live arm-length option.,mounting_distance_mm,295.6,,mm,For 12-inch Arms Only – Centre of 23mm – 25mm diameter hole for arm mount to centre of platter spindle is 295.6mm plus or minus 1mm.,parsed,0.82,Official 12-inch mounting distance support.
Origin Live,"10""",Origin Live tonearm overview page,https://www.originlive.com/hi-fi/tonearm/,official_page,official,,Official Origin Live tonearm overview and fitting page listing supported arm lengths.,Workbook target is a generic Origin Live arm-length option.,product_family,,special arm length option,,There are instances where it is difficult to fit the 9.5-inch arms so by popular demand we also offer different arm lengths and geometry to enable fitting to a large variety of other brand turntables.,parsed,0.8,Official family support for 10-inch option.
