manufacturer,model,source_name,source_url,source_type,trust_level,local_snapshot_path,source_notes,model_notes,field_name,value_num,value_text,unit,raw_value_text,status,confidence,field_notes
Micro,MA-202,MICRO MA-202の仕様 マイクロ,https://audio-heritage.jp/MICRO/etc/ma-202.html,official_brochure,official,,Historical Micro Seiki specification transcription with original images reproduced by Audio Heritage.,Official historical support for exact MA-202 row.,effective_length_mm,237,,mm,237mm,parsed,0.80,Historical Micro specification page lists effective length as 237 mm.
Micro,MA-202,MICRO MA-202の仕様 マイクロ,https://audio-heritage.jp/MICRO/etc/ma-202.html,official_brochure,official,,Historical Micro Seiki specification transcription with original images reproduced by Audio Heritage.,Official historical support for exact MA-202 row.,overhang_mm,15,,mm,15mm,parsed,0.80,Historical Micro specification page lists overhang as 15 mm.
Micro,MA-202,MICRO MA-202の仕様 マイクロ,https://audio-heritage.jp/MICRO/etc/ma-202.html,official_brochure,official,,Historical Micro Seiki specification transcription with original images reproduced by Audio Heritage.,Official historical support for exact MA-202 row.,offset_angle_deg,21,,deg,21゜,parsed,0.75,Historical Micro specification page lists offset angle as 21 degrees.
Micro,MA-202,MICRO MA-202の仕様 マイクロ,https://audio-heritage.jp/MICRO/etc/ma-202.html,official_brochure,official,,Historical Micro Seiki specification transcription with original images reproduced by Audio Heritage.,Official historical support for exact MA-202 row.,cartridge_range_low_g,4,,g,4～6g,parsed,0.75,Historical Micro specification page lists supported cartridge self-weight starting at 4 g.
Micro,MA-202,MICRO MA-202の仕様 マイクロ,https://audio-heritage.jp/MICRO/etc/ma-202.html,official_brochure,official,,Historical Micro Seiki specification transcription with original images reproduced by Audio Heritage.,Official historical support for exact MA-202 row.,cartridge_range_high_g,6,,g,4～6g,parsed,0.75,Historical Micro specification page lists supported cartridge self-weight up to 6 g without added weight.
Micro,MA-303,MICRO MA-303の仕様 マイクロ,https://audio-heritage.jp/MICRO/etc/ma-303.html,official_brochure,official,,Historical Micro Seiki specification transcription with original images reproduced by Audio Heritage.,Official historical support for exact MA-303 row.,effective_length_mm,222,,mm,222mm,parsed,0.80,Historical Micro specification page lists effective length as 222 mm.
Micro,MA-303,MICRO MA-303の仕様 マイクロ,https://audio-heritage.jp/MICRO/etc/ma-303.html,official_brochure,official,,Historical Micro Seiki specification transcription with original images reproduced by Audio Heritage.,Official historical support for exact MA-303 row.,overhang_mm,15,,mm,15mm,parsed,0.80,Historical Micro specification page lists overhang as 15 mm.
Micro,MA-303,MICRO MA-303の仕様 マイクロ,https://audio-heritage.jp/MICRO/etc/ma-303.html,official_brochure,official,,Historical Micro Seiki specification transcription with original images reproduced by Audio Heritage.,Official historical support for exact MA-303 row.,offset_angle_deg,21.5,,deg,21゜30,parsed,0.75,Historical Micro specification page lists offset angle as 21 degrees 30 minutes.
Micro,MA-303,MICRO MA-303の仕様 マイクロ,https://audio-heritage.jp/MICRO/etc/ma-303.html,official_brochure,official,,Historical Micro Seiki specification transcription with original images reproduced by Audio Heritage.,Official historical support for exact MA-303 row.,cartridge_range_low_g,4,,g,4～12g,parsed,0.75,Historical Micro specification page lists supported cartridge self-weight starting at 4 g.
Micro,MA-303,MICRO MA-303の仕様 マイクロ,https://audio-heritage.jp/MICRO/etc/ma-303.html,official_brochure,official,,Historical Micro Seiki specification transcription with original images reproduced by Audio Heritage.,Official historical support for exact MA-303 row.,cartridge_range_high_g,12,,g,4～12g,parsed,0.75,Historical Micro specification page lists supported cartridge self-weight up to 12 g without sub-weight.
Micro,"MA-505, MA-707, MAX-237, CF-1(dynamic)",MICRO MA-505/MA-505Lの仕様 マイクロ,https://audio-heritage.jp/MICRO/etc/ma-505.html,official_brochure,official,,Historical Micro Seiki specification transcription with original images reproduced by Audio Heritage.,Official historical support for MA-505 member within grouped dynamic-arm legacy row.,product_lineage,,"Grouped dynamic-arm row includes MA-505 documented by original Micro historical specifications at 237 mm effective length, 15 mm overhang, and 21°50' offset.",,MA-505:237mm / 15mm / 21゜50',parsed,0.70,Historical Micro specification page documents the MA-505 member represented inside this grouped dynamic-arm row.
Micro,"MA-701, CF-2 (static)",Micro Seiki MA-701,https://stereonomono.blogspot.com/2013/10/micro-seiki-ma-701.html,official_brochure,official,,Original Micro Seiki brochure/specification reproduction hosted by stereonomono.,Historical brochure support for MA-701 member within grouped static-arm legacy row.,product_lineage,,"Grouped static-arm row includes MA-701 documented as a low-mass straight tonearm with 237 mm effective length, 15 mm overhang, and 21°50' offset angle.",,MA-701:237 mm / 15 mm / 21°50',parsed,0.65,Historical brochure reproduction documents the MA-701 member represented inside this grouped static-arm row.
Micro,MAX-282 & MA-505L,MICRO MA-505/MA-505Lの仕様 マイクロ,https://audio-heritage.jp/MICRO/etc/ma-505.html,official_brochure,official,,Historical Micro Seiki specification transcription with original images reproduced by Audio Heritage.,Official historical support for MA-505L member within grouped long-arm legacy row.,product_lineage,,"Grouped long-arm row includes MA-505L documented by original Micro historical specifications at 282 mm effective length, 12 mm overhang, and 17°30' offset.",,MA-505L:282mm / 12mm / 17゜30',parsed,0.70,Historical Micro specification page documents the MA-505L member represented inside this grouped long-arm row.
