manufacturer,model,source_name,source_url,source_type,trust_level,local_snapshot_path,source_notes,model_notes,field_name,value_num,value_text,unit,raw_value_text,status,confidence,field_notes
Tri-Planar,Mk VII,Tri-Planar Mk VII official page,https://www.triplanar.com/mk-vii/,official_page,official,,Official Tri-Planar Mk VII product page,Current 9.8 inch U2 Classic tonearm.,arm_mount,,3-screw installation / no large VTA hole,,"Easy 3-screw installation, with no large VTA hole",parsed,0.9,
Tri-Planar,U2 SE,Tri-Planar U2 SE official page,https://www.triplanar.com/u2-se/,official_page,official,,Official Tri-Planar U2 SE product page,Current 9.8 inch carbon-fiber Tri-Planar tonearm.,arm_mount,,3-screw installation / no large VTA hole,,"Easy 3-screw installation, with no large VTA hole",parsed,0.9,
Tri-Planar,U12,Tri-Planar U12 official page,https://www.triplanar.com/u-12/,official_page,official,,Official Tri-Planar U12 product page,Current 12 inch Tri-Planar flagship tonearm.,effective_length_mm,308.8,,mm,308.80 mm,parsed,0.95,
Tri-Planar,U12,Tri-Planar U12 official page,https://www.triplanar.com/u-12/,official_page,official,,Official Tri-Planar U12 product page,Current 12 inch Tri-Planar flagship tonearm.,mounting_distance_mm,295.6,,mm,295.6 mm pivot-to-spindle,parsed,0.95,
Tri-Planar,U12,Tri-Planar U12 official page,https://www.triplanar.com/u-12/,official_page,official,,Official Tri-Planar U12 product page,Current 12 inch Tri-Planar flagship tonearm.,overhang_mm,13.2,,mm,13.2 mm,parsed,0.95,
Tri-Planar,U12,Tri-Planar U12 official page,https://www.triplanar.com/u-12/,official_page,official,,Official Tri-Planar U12 product page,Current 12 inch Tri-Planar flagship tonearm.,offset_angle_deg,17.6,,deg,17.6 degrees,parsed,0.95,
Tri-Planar,U12,Tri-Planar U12 official page,https://www.triplanar.com/u-12/,official_page,official,,Official Tri-Planar U12 product page,Current 12 inch Tri-Planar flagship tonearm.,effective_mass_g,15.0,,g,15 g,parsed,0.95,
Tri-Planar,U12,Tri-Planar U12 official page,https://www.triplanar.com/u-12/,official_page,official,,Official Tri-Planar U12 product page,Current 12 inch Tri-Planar flagship tonearm.,arm_mount,,3-screw installation / no large VTA hole,,"Easy 3-screw installation, with no large VTA hole",parsed,0.9,
Schroeder,Model 2,Schroeder Model 2 official manual,http://www.schroeder-tonarme.de/no2-english.html,official_manual,official,,Official English instruction manual for the Schroeder Model 2,Official manual gives mounting and alignment guidance for the No.2 / Model 2.,mounting_distance_mm,230.0,,mm,230 mm pivot to spindle,parsed,0.9,
Schroeder,Model 2,Schroeder Model 2 official manual,http://www.schroeder-tonarme.de/no2-english.html,official_manual,official,,Official English instruction manual for the Schroeder Model 2,Official manual gives mounting and alignment guidance for the No.2 / Model 2.,arm_mount,,20-23 mm hole / 3 x M4 screws,,20-23 mm hole plus three tapped holes for non-magnetic M4 mounting screws,parsed,0.9,
Schroeder,Model 2,Schroeder Model 2 official manual,http://www.schroeder-tonarme.de/no2-english.html,official_manual,official,,Official English instruction manual for the Schroeder Model 2,Official manual gives mounting and alignment guidance for the No.2 / Model 2.,null_point_inner_mm,66.04,,mm,66.04 mm inner zero point with proper alignment gauge,parsed,0.75,Manual alignment recommendation rather than fixed factory geometry.
Schroeder,Model 2,Schroeder Model 2 official manual,http://www.schroeder-tonarme.de/no2-english.html,official_manual,official,,Official English instruction manual for the Schroeder Model 2,Official manual gives mounting and alignment guidance for the No.2 / Model 2.,null_point_outer_mm,120.9,,mm,120.9 mm outer zero point with proper alignment gauge,parsed,0.75,Manual alignment recommendation rather than fixed factory geometry.
Schroeder,Model 2,Schroeder Model 2 official manual,http://www.schroeder-tonarme.de/no2-english.html,official_manual,official,,Official English instruction manual for the Schroeder Model 2,Official manual gives mounting and alignment guidance for the No.2 / Model 2.,null_points,,66.04 / 120.9,,66.04 mm / 120.9 mm with proper alignment gauge,parsed,0.75,Manual alignment recommendation rather than fixed factory geometry.
Schroeder,DPS,Schroeder DPS official manual,http://www.schroeder-tonarme.de/dps-deutsch.html,official_manual,official,,Official German instruction manual for the Schroeder DPS,Official manual gives mounting and alignment guidance for the DPS arm.,mounting_distance_mm,222.0,,mm,222 mm spindle to pivot,parsed,0.9,
Schroeder,DPS,Schroeder DPS official manual,http://www.schroeder-tonarme.de/dps-deutsch.html,official_manual,official,,Official German instruction manual for the Schroeder DPS,Official manual gives mounting and alignment guidance for the DPS arm.,arm_mount,,24-26 mm hole / M6 mounting screw,,24-26 mm hole plus M6 mounting screw,parsed,0.9,
Schroeder,DPS,Schroeder DPS official manual,http://www.schroeder-tonarme.de/dps-deutsch.html,official_manual,official,,Official German instruction manual for the Schroeder DPS,Official manual gives mounting and alignment guidance for the DPS arm.,null_point_inner_mm,66.0,,mm,66 mm inner zero point on proper alignment template,parsed,0.7,Manual setup guidance; outer null point not explicitly stated on this page.
Schroeder,Reference,Schroeder Reference official info page,http://www.schroeder-tonarme.de/referenz-sq-info.html,official_page,official,,Official Schroeder Reference SQ information page,Official page emphasizes configurable effective mass and effective length options.,effective_mass_g,,5-35,g,eff. Masse (5 – 35gr),raw_only,0.8,Official page states variable effective mass range depending on chosen arm tube parameters.
